1395.565,1389.785,1395.565,1386.115,7187
1389.74,1395.715,1398.375,1388.065,6008
1395.715,1390.21,1395.85,1389.955,5434
1390.225,1386.25,1391.1999999999998,1384.75,7835
1386.2350000000001,1385.0049999999999,1389.07,1384.4950000000001,5148
1385.02,1386.1,1387.1200000000001,1381.9,5349
1386.115,1384.4499999999998,1386.355,1380.66,4274
1384.435,1385.98,1387.2849999999999,1382.5,3156
1385.98,1382.395,1386.955,1381.66,3737
1382.2450000000001,1382.905,1387.4499999999998,1379.52,5344
1382.8899999999999,1380.9499999999998,1383.7450000000001,1377.925,8906
1380.965,1379.71,1385.035,1376.71,7909
1379.725,1387.96,1389.67,1378.195,8741
1387.9,1392.16,1392.79,1384.4950000000001,9388
1392.16,1386.445,1392.415,1385.56,8162
1386.5500000000002,1385.53,1388.71,1384.4950000000001,8718
1385.545,1377.8799999999999,1388.78,1377.1299999999999,8211
1377.865,1375.0149999999999,1379.29,1374.595,7887
1375.03,1375.135,1380.28,1371.1750000000002,7139
1375.1200000000001,1366.3899999999999,1375.1200000000001,1364.835,8777
1366.42,1366.8700000000001,1368.415,1363.9,8328
1366.855,1363.84,1368.76,1362.625,3872
1363.855,1362.9850000000001,1365.205,1362.82,4040
1362.955,1363.78,1364.5700000000002,1361.635,6036
1363.855,1365.9850000000001,1367.32,1363.6299999999999,3103
1366.0,1367.395,1371.655,1365.955,3463
1367.4850000000001,1365.415,1367.68,1364.18,1269
1365.445,1362.555,1366.965,1359.995,967
1365.35,1364.6750000000002,1366.535,1364.27,1108
1364.705,1366.6399999999999,1366.7450000000001,1364.705,544
1366.565,1367.02,1368.625,1364.7849999999999,725
1367.035,1368.43,1369.375,1365.1950000000002,1212
1368.415,1373.3799999999999,1373.975,1366.81,2857
1373.35,1374.94,1375.225,1369.605,3471
1374.9250000000002,1378.33,1378.945,1371.83,6612
1378.315,1375.6999999999998,1378.885,1374.865,5445
1375.67,1378.555,1379.5,1375.135,3995
1378.555,1381.4950000000001,1381.895,1377.385,2906
1381.51,1379.26,1382.395,1375.3700000000001,2774
1379.26,1380.205,1381.005,1378.28,1929
1380.16,1380.625,1382.8,1378.86,1966
