247.5605,247.54449999999997,248.01250000000002,247.423,17248
247.54399999999998,247.72650000000002,247.91,247.30349999999999,18265
247.726,248.42000000000002,248.4955,247.5315,18087
248.41899999999998,249.022,249.0265,248.2265,14045
249.0245,249.125,249.2765,248.9445,16121
249.1255,249.089,249.35449999999997,248.9445,14034
249.088,249.309,249.339,248.9515,10195
249.30849999999998,249.00300000000001,249.457,248.9305,12298
249.0025,248.866,249.0085,248.562,15738
248.86650000000003,248.701,248.876,248.4995,16185
248.70149999999998,248.97500000000002,249.11900000000003,248.6525,21028
248.974,248.8385,249.04000000000002,248.67950000000002,18671
248.83749999999998,248.6535,249.0355,248.481,16333
248.65550000000002,249.125,249.15500000000003,248.466,26705
249.1255,249.2405,249.436,249.06550000000001,19569
249.2445,249.0695,249.40800000000002,248.94099999999997,14861
249.06799999999998,248.865,249.214,248.8505,16202
248.8655,248.785,249.00549999999998,248.75300000000001,12611
248.7855,248.74099999999999,248.82799999999997,248.6035,9589
248.74,248.687,248.7755,248.592,7716
248.68650000000002,248.81550000000001,248.89999999999998,248.643,9640
248.8145,248.822,248.94850000000002,248.733,10265
248.82350000000002,248.87849999999997,248.9415,248.8105,7818
248.878,248.953,248.959,248.7815,7451
248.9525,249.154,249.2045,248.82350000000002,8712
249.1535,248.97950000000003,249.17899999999997,248.962,7026
248.981,248.645,249.0415,248.61200000000002,2782
248.532,248.488,248.5355,248.488,8
248.4755,248.67649999999998,248.8645,248.38,320
248.67450000000002,248.8055,248.9325,248.642,3843
248.805,249.0285,249.0315,248.78449999999998,6327
249.02949999999998,249.239,249.3585,248.988,10753
249.23950000000002,248.8195,249.26049999999998,248.7965,11261
248.8205,248.6705,248.9005,248.608,12252
248.671,247.791,248.6875,247.69400000000002,16883
247.79200000000003,248.01049999999998,248.1925,247.72199999999998,17042
248.01,247.9675,248.21,247.8515,17006
247.96699999999998,248.2195,248.291,247.889,15313
248.21999999999997,248.322,248.596,248.2135,16685
248.32350000000002,248.118,248.3715,248.084,9607
248.1185,248.2605,248.29500000000002,248.108,8000
248.2615,248.223,248.34750000000003,248.149,6497
248.224,248.1955,248.22500000000002,248.08299999999997,5686
248.196,248.301,248.35399999999998,248.15300000000002,10546
248.30149999999998,248.3935,248.5255,248.28,11128
248.393,248.6165,248.6365,248.27800000000002,13091
248.6155,249.14849999999998,249.1765,248.56849999999997,11982
249.149,249.68599999999998,249.798,248.94150000000002,19299
249.6875,249.64049999999997,249.716,249.35399999999998,13768
249.642,249.4245,249.6855,249.334,12156
249.4235,249.37,249.4985,249.2335,13747
249.37099999999998,249.127,249.4005,248.98,12309
249.12650000000002,249.0215,249.1465,248.96450000000002,12389
249.02249999999998,248.914,249.124,248.81400000000002,11050
248.915,249.015,249.1995,248.90800000000002,11319
249.01600000000002,248.9925,249.088,248.88400000000001,11846
248.99200000000002,249.0895,249.1275,248.808,13145
249.09050000000002,248.88,249.379,248.7985,13244
248.881,248.92950000000002,249.1845,248.70600000000002,16234
248.93,249.0685,249.22199999999998,248.8755,15149
249.07150000000001,248.9135,249.11700000000002,248.665,14257
248.9145,249.1385,249.195,248.898,13367
249.11849999999998,249.4405,249.504,249.071,18679
249.442,249.41449999999998,249.612,249.37099999999998,13727
249.41299999999998,249.687,249.69850000000002,249.3945,12217
249.685,249.3755,249.72699999999998,249.33,9862
249.376,249.538,249.541,249.3155,7977
249.5395,249.404,249.543,249.351,10225
249.40499999999997,249.35199999999998,249.43949999999998,249.279,8324
249.353,249.44899999999998,249.4925,249.30849999999998,7011
249.44849999999997,249.36900000000003,249.5175,249.3155,7018
249.37,249.452,249.50099999999998,249.29,7604
249.452,249.182,249.48250000000002,249.11900000000003,7408
249.1775,249.26,249.2985,249.151,3220
249.261,249.23200000000003,249.307,249.1645,2768
249.15949999999998,249.17399999999998,249.209,249.10449999999997,1334
249.17200000000003,249.248,249.27349999999998,249.15550000000002,1373
249.25,249.0575,249.3375,249.022,6939
249.05849999999998,248.997,249.15949999999998,248.99,7203
248.9985,249.06099999999998,249.098,248.93900000000002,7187
249.06,249.19350000000003,249.245,248.9925,6771
249.19400000000002,249.5005,249.5665,249.191,10865
249.5015,249.3105,249.599,249.086,12355
249.3115,249.18849999999998,249.5,249.0915,13002
249.189,248.712,249.29950000000002,248.579,16714
248.71099999999998,248.773,248.929,248.7055,11003
248.77349999999998,248.9275,248.9435,248.707,9749
248.9255,249.0805,249.0865,248.83249999999998,7992
249.0805,249.141,249.249,249.042,7362
249.14049999999997,249.096,249.151,249.003,5600
249.0955,249.04500000000002,249.177,248.96800000000002,6153
249.046,249.163,249.17000000000002,248.963,5969
249.164,249.171,249.2215,249.096,8616
249.17200000000003,249.6325,249.6445,248.96749999999997,16911
249.63299999999998,249.67200000000003,250.038,249.546,15372
249.6725,249.756,250.2815,249.665,27101
249.7565,249.88,249.9095,249.4835,20647
249.8795,249.944,250.0475,249.6275,18937
249.94349999999997,250.0075,250.147,249.881,12107
250.006,250.14999999999998,250.16250000000002,249.8465,13054
250.14849999999998,250.077,250.15699999999998,249.8435,12351
250.0765,250.18900000000002,250.2845,249.9025,11624
250.188,250.0005,250.4015,249.98399999999998,20486
249.999,250.165,250.383,249.88350000000003,13494
250.164,249.853,250.23649999999998,249.4185,14652
249.85500000000002,249.7035,249.98450000000003,249.416,20645
249.7035,249.642,249.9615,249.61899999999997,20253
249.64249999999998,249.551,249.6445,249.2785,16113
249.53500000000003,249.662,249.882,249.4205,13243
249.66250000000002,249.41250000000002,249.6945,249.24200000000002,16193
249.4115,249.35399999999998,249.4115,249.0895,18070
249.3555,249.13049999999998,249.5405,249.09750000000003,16938
249.13,249.2245,249.3885,249.02949999999998,12964
249.226,249.2995,249.309,248.9545,13757
249.29850000000002,249.1035,249.419,249.1025,10055
249.103,249.067,249.1515,248.91449999999998,12158
249.0685,249.0765,249.12099999999998,248.9395,10024
249.0765,249.062,249.1415,248.94850000000002,10539
249.0615,249.09300000000002,249.2315,248.916,10877
249.094,248.951,249.103,248.883,8995
248.9515,248.9735,248.991,248.82549999999998,8324
248.97,248.9725,249.07,248.8995,4118
248.973,248.77349999999998,249.0245,248.74099999999999,2448
248.74399999999997,248.7775,248.8115,248.721,1197
248.7785,248.88799999999998,248.9055,248.732,4662
248.905,248.6525,248.9345,248.62150000000003,5019
248.654,248.81799999999998,248.9125,248.6485,5115
248.82,248.6835,248.839,248.5725,8502
248.68400000000003,248.709,248.90749999999997,248.666,10030
248.708,249.01549999999997,249.19349999999997,248.6285,12666
249.0145,248.715,249.085,248.61200000000002,14961
248.716,249.04149999999998,249.06,248.621,14327
249.0405,249.056,249.2595,248.914,16076
249.057,249.125,249.1825,248.952,12771
249.1255,249.1705,249.24649999999997,249.11149999999998,10795
249.1695,249.323,249.432,248.9975,11678
249.322,249.28449999999998,249.36599999999999,249.20000000000002,7588
249.2855,249.3895,249.4355,249.2465,7331
249.3885,248.91,249.4015,248.891,19370
248.911,249.0595,249.1605,248.87849999999997,12040
249.05849999999998,248.7495,249.09,248.688,12207
248.751,248.382,248.81799999999998,248.32549999999998,19668
248.3825,248.3665,248.38350000000003,248.154,14354
248.3675,248.74400000000003,249.173,248.3675,22401
248.74450000000002,248.82750000000001,249.0355,248.3095,21036
248.8265,248.7615,249.22050000000002,248.7595,20812
248.76100000000002,248.67849999999999,248.88,248.507,20226
248.6775,248.88099999999997,249.0445,248.5995,18897
