FREQUENCY_RATE,<class '__main__.MovingAverage'>_VALUE,<class '__main__.MovingAverage'>_SPEED,<class '__main__.MovingAverage'>_ACC,<class '__main__.MovingAverage'>_WEIGHT,<class '__main__.MovingAverage'>_PARAMETER,<class '__main__.MAMA'>_VALUE,<class '__main__.MAMA'>_SPEED,<class '__main__.MAMA'>_ACC,<class '__main__.MAMA'>_WEIGHT,<class '__main__.MAMA'>_PARAMETER,<class '__main__.FAMA'>_VALUE,<class '__main__.FAMA'>_SPEED,<class '__main__.FAMA'>_ACC,<class '__main__.FAMA'>_WEIGHT,<class '__main__.FAMA'>_PARAMETER,<class '__main__.TRIMA'>_VALUE,<class '__main__.TRIMA'>_SPEED,<class '__main__.TRIMA'>_ACC,<class '__main__.TRIMA'>_WEIGHT,<class '__main__.TRIMA'>_PARAMETER,<class '__main__.EMA'>_VALUE,<class '__main__.EMA'>_SPEED,<class '__main__.EMA'>_ACC,<class '__main__.EMA'>_WEIGHT,<class '__main__.EMA'>_PARAMETER,<class '__main__.ATR'>_VALUE,<class '__main__.ATR'>_SPEED,<class '__main__.ATR'>_ACC,<class '__main__.ATR'>_WEIGHT,<class '__main__.ATR'>_PARAMETER,<class '__main__.RSI'>_VALUE,<class '__main__.RSI'>_SPEED,<class '__main__.RSI'>_ACC,<class '__main__.RSI'>_WEIGHT,<class '__main__.RSI'>_PARAMETER,<class '__main__.MACD'>_VALUE,<class '__main__.MACD'>_SPEED,<class '__main__.MACD'>_ACC,<class '__main__.MACD'>_WEIGHT,<class '__main__.MACD'>_PARAMETER,<class '__main__.MINUS_DI'>_VALUE,<class '__main__.MINUS_DI'>_SPEED,<class '__main__.MINUS_DI'>_ACC,<class '__main__.MINUS_DI'>_WEIGHT,<class '__main__.MINUS_DI'>_PARAMETER,<class '__main__.PLUS_DI'>_VALUE,<class '__main__.PLUS_DI'>_SPEED,<class '__main__.PLUS_DI'>_ACC,<class '__main__.PLUS_DI'>_WEIGHT,<class '__main__.PLUS_DI'>_PARAMETER,<class '__main__.ADX'>_VALUE,<class '__main__.ADX'>_SPEED,<class '__main__.ADX'>_ACC,<class '__main__.ADX'>_WEIGHT,<class '__main__.ADX'>_PARAMETER,<class '__main__.VOLUME'>_VALUE,<class '__main__.VOLUME'>_SPEED,<class '__main__.VOLUME'>_ACC,<class '__main__.VOLUME'>_WEIGHT,<class '__main__.VOLUME'>_PARAMETER,<class '__main__.SAR'>_VALUE,<class '__main__.SAR'>_SPEED,<class '__main__.SAR'>_ACC,<class '__main__.SAR'>_WEIGHT,<class '__main__.SAR'>_PARAMETER,MT_HA_WEIGHT,MT_BOILINGER_WEIGHT,MT_EXPLORE_TARGET,MT_BOILINGER_PERIOD,MT_SAR_ACC,MT_EXPLORE_SAMPLES,MT_INDICATORS_DEPTH,MT_WINDOW,MT_CONFL_DEPTH,MT_CONFL_TRESH,MT_SET_IGNORE,MT_SLTP_REV,MT_SLTP_MODE,MT_SATE_MACHINE_CONF,MT_ADX_THRESH,MT_VOL_THRESH,MT_SNR_WEIGHT,MT_ATR_THRESH,MT_NUM_SNR,MT_VSNR_SENSE,MT_SNR_SENSE,MT_THRESH_LIM,CLOSED
55.00000000000001,132.86808333333352,-0.00047777777777469055,0.0001277777777772826,1,30,133.0592174139387,0.0003569782137446964,0.0032174139387279865,1.5,30,133.0513409201495,0.000201961379190152,-0.002371864272362245,1.5,30,130.12628474999985,0.008438340909094677,-4.693181807624569e-06,0.5,30,130.36829217344237,0.002070194935015479,-0.0005820824092950261,1.5,30,0.04666018418548857,-0.0028085977407859633,-0.0010273431798904775,1.5,30,55.42008062559993,0.6542654254361793,1.1988130066471925,1.5,30,0.0009426069891313935,-0.0006928956985854939,0.00102996055527017,0.25,30,16.842292685963496,0.3303123694790422,0.6934254174055674,1.5,30,21.889044257056195,-0.3962795880531118,-0.9057115301368732,1,30,14.031994785812369,-0.039936666151982436,-0.07193621777836512,0.5,30,3982.0,1164.0,-29.0,1.5,30,132.9218208190663,0.0040036567537526935,-8.170728068535027e-05,1.5,30,1.25,2,16,8,0.6518862538813738,10,5,280,3,0.5,False,False,SNR,1,11,500,1,985,3,100,100,0.7363321624288637,0.06799999999998363
5.000000000000004,132.98823333333343,0.0046611111111189985,-0.0003277777777839219,1.5,30,133.17104763495888,0.00595236504108243,0.0061679055630747825,0.5,30,133.149792111062,0.007085174632294411,0.006511114799252482,1,30,130.31912043719706,0.002250449275322808,-5.929710150098799e-05,1,30,130.44192108075327,0.0033796881664898137,0.000253862145285666,0.5,30,0.07036369020533513,-0.0011027691393629413,-3.901003741942077e-05,1,30,54.98007208681751,0.8231054944242686,1.9120863584514183,1.5,30,-0.008373678514096261,0.0014343094940743178,0.0010504713895752027,1,30,14.924773291878237,-0.8522382683681418,0.07271888465647258,0.5,30,23.12581320603031,0.44771322689605597,1.160285174079526,0.25,30,19.805324368933416,-0.1087816069109806,0.2631828552900757,1,30,1502.0,-680.0,-1113.0,0.25,30,133.23064318328068,-0.009360276807029777,0.0008139371136337559,0.25,30,1.75,1,18,16,0.6228999924759892,14,6,180,4,0.7,True,False,SNR,2,5,2071,1,2874,2,125,175,0.291890060708181,0.10499999999998977
91.0,132.08402499999994,0.0072874999999612555,0.00036874999995006874,1.5,30,132.54399565419303,0.0019475971477334042,0.0037496387164708267,0.5,30,132.4624281890964,0.0020914734639916333,-0.0008594819754819127,1,30,129.69853555555463,0.006748625603876235,-9.859178740612151e-05,0.5,30,129.83897064892503,0.006189931692091477,-0.0030242033360252663,1.5,30,0.09525259157192734,-0.001604382630992135,-0.00603296811408266,0.5,30,57.90196086124173,4.747791529231996,17.514045791291352,0.5,30,0.015160827048145663,-0.00366012667712131,0.006453411235072058,0.25,30,18.417869857814992,-0.6059992440514925,-4.829588451338633,1.5,30,21.61840048470987,-1.7229192060712712,2.1717385694503406,0.5,30,35.195069754487314,-4.642584767851737,0.7737641279752836,0.25,30,2670.0,-22.0,-814.0,0.25,30,132.40747161918358,0.03457205192950141,-0.004714370717664451,1.5,30,1.25,2,12,8,0.07762294556227534,32,6,160,3,0.7,True,False,SNR,1,9,1631,1.5,1456,1,100,100,0.18280141005510125,0.3300000000000125
-185.0,132.64716250000012,0.0016312499999742158,4.374999994638529e-05,1.5,30,132.668850192082,0.007149807918011675,0.007186670242447235,0.5,30,132.6475914464888,0.007086248531066985,0.006542782218105003,1,30,130.11761752415617,-0.003929586956502362,-0.00020049758450113586,0.5,30,129.99441891374516,0.002051166974183616,0.0004288245290240411,1.5,30,0.0570521649696417,-0.0002543470808056697,-0.000645471076602705,0.5,30,55.791025005606464,2.6705282562244577,2.865718360492842,0.5,30,0.005055292788290982,0.00026771347096698865,0.0009603702332036668,0.25,30,18.542559664800116,-0.6694192973880888,0.12530901350638146,1.5,30,15.090048203499654,-1.1079982636691543,-0.9178554937446943,0.5,30,28.879544202697264,-2.1037653744381295,-0.008175315974515485,0.25,30,1260.0,-502.0,-627.0,0.25,30,132.58486835686503,0.0029414621047862965,-6.002983889175084e-05,1.5,30,1.25,2,12,8,0.07762294556227534,32,6,160,3,0.7,True,False,SNR,1,9,1631,1.5,1456,1,100,100,0.18280141005510125,0.16399999999998727
60.0,132.74111875000003,-0.00036875000000691216,-0.0001812499999971351,1.5,30,132.60688663345323,-0.0017835070238731987,0.021293409946849806,0.5,30,132.7018541464248,-0.0024350644351613937,0.015590126350502942,1,30,130.08418508454355,0.0010750410627906604,-7.196135265985504e-05,0.5,30,130.00169075626266,-0.009416921711874693,-0.0009429556093039082,1.5,30,0.06698166937189984,-0.0035818057809915704,-0.0026181828515837446,0.5,30,37.00088027783486,2.6626947638421967,7.136550281052287,0.5,30,-0.007019921670347387,0.0019224316191636462,0.0017056805205016498,0.25,30,26.78015675569884,-0.08544711286387496,-0.45062020455826257,1.5,30,8.628243135332388,-0.29790175678016695,0.44843845991193554,0.5,30,57.30696386214527,2.0307824169425785,-0.14316724696137584,0.25,30,503.0,57.0,134.0,0.25,30,132.6184,-0.012599999999991951,-0.012599999999991951,1.5,30,1.25,2,12,8,0.07762294556227534,32,6,160,3,0.7,True,False,SNR,1,9,1631,1.5,1456,1,100,100,0.18280141005510125,-0.25199999999998113
14.000000000000002,132.76338749999982,-0.006400000000013506,-0.00017500000004133653,0.5,30,132.15076540660212,-0.0007771266632801144,-0.0015906775440441834,0.25,30,132.1004899549906,0.0012891141438728937,-5.2980533524760176e-05,0.5,30,129.92809518181772,-0.014174522727273597,-5.202272728865864e-05,0.25,30,129.4831235423468,0.001764928113999531,-0.003179995042358996,0.25,30,0.07716746851840196,-0.0025833906084574976,-0.0019583292422531012,0.25,30,50.57818540804605,-2.270917511975277,2.2469964747440017,0.25,30,0.013370819422779033,-0.00398010061877329,-0.002186822654792954,0.5,30,20.294026250405054,2.3030477788069916,3.649362609966527,0.25,30,21.643309913980953,-0.45381228321702594,0.342825271242468,1.5,30,22.138547541295424,-1.1516594256588384,-0.02163940525348096,1,30,1826.0,-584.0,-414.0,0.5,30,132.0436,0.02359999999998763,0.02359999999998763,1,30,1.5,2.5,4,24,0.08848021937347228,36,5,80,1,0.7,True,False,SNR,2,6,1003,2.5,1439,1,100,100,0.14726009209280638,-0.07699999999999818
30.000000000000004,132.43486666666655,-0.006794444444437886,-0.00027777777776805124,1,30,131.98232263671008,-0.03432263671007263,-0.03281499074057592,1,30,132.06349961866812,-0.02705899398603151,-0.02516378015951659,1,30,129.6156757256096,-0.0007079603658723954,-0.0002913109756548238,0.5,30,129.47720067356036,-0.010397632659334022,-0.0016822322303937653,1,30,0.07368204947710362,-0.0023347317706456233,-0.0006059334753946016,1.5,30,35.927074568271564,-2.4945700840385427,-0.6687974751105301,0.25,30,-0.004793092991980996,-0.0010807199477779333,-0.002159396832706467,0.5,30,24.954653648072142,3.937067586000822,-0.6451968071284817,0.25,30,11.795965855353478,-0.4626867948853537,0.0993566450870258,0.25,30,14.129825813366406,0.42539356983941445,0.11166933425012893,1,30,2260.0,1336.0,1523.0,1,30,132.08305497518046,-0.014672775020045492,0.0016303083355637682,0.25,30,1.25,2,8,28,0.4791621594823842,6,5,20,2,0.8,True,False,SNR,1,8,2258,2,2873,1,75,175,0.4311109497390325,-0.06700000000000728
5.000000000000004,132.12963750000006,-0.001231249999989359,-0.0006937499999821739,0.5,30,132.04416770726687,-0.007693037224584032,-0.001489840146092547,1.5,30,132.0327799276322,0.0002919943495953703,-0.0002047443993262732,1.5,30,129.42659955098065,-0.0016907882352654724,-3.9392156452322524e-06,0.25,30,129.38129041129463,-0.007348304227207336,-0.002585289363622678,0.25,30,0.05504427269706144,6.826623592297992e-05,-0.0023620190168527413,0.25,30,36.738612833958406,-2.9468638224348425,3.0670475291912496,0.25,30,-0.012586608856555416,-0.007106427672158347,0.0009360664127455575,0.5,30,34.83765807106251,1.0007281756471613,-6.476434105512784,0.5,30,20.863336143629514,-0.8602962812018404,0.5954463014915312,1.5,30,9.00690424815952,0.6786632877073444,0.1772832530709323,1,30,2443.0,84.0,364.0,0.5,30,132.1042048,-0.008175200000010818,-0.005555200000003424,1,30,1.5,2.5,4,16,0.08848021937347228,36,5,80,3,0.7,True,False,SNR,2,6,1003,2.5,2400,1,100,100,0.14726009209280638,0.04200000000003001
5.000000000000004,132.91035000000014,0.0008222222222116216,-0.0005555555555645242,1,30,132.91546606770166,0.0002912595946327201,-0.024533932298339778,1,30,132.8710606155532,0.0011386013371179615,-0.013945663293213784,1,30,130.11137416666736,-5.136714975151335e-05,0.000352231884022558,0.5,30,130.22142529741808,0.005079968692825787,-0.00019947038873624479,0.5,30,0.04098752990686818,-0.0005705378504915135,-0.0013163901535387448,0.25,30,59.72054184329082,-3.3381969144839303,-5.986354878192721,0.25,30,0.001556247756065509,-0.00033025074389896394,-0.0022775796197723637,0.5,30,9.908616487619245,-0.6758371933947185,0.48990189279239615,0.5,30,24.274575550017495,-1.2674820020013051,-2.1865831179863946,1.5,30,19.5543457969757,0.7702307905989194,-0.04530769356463438,1,30,1731.0,-222.0,287.0,1,30,132.874,0.0,-0.004597914983492046,0.5,30,1.5,1,10,20,0.5745077059226555,36,5,80,5,0.6,False,False,SNR,2,6,1695,1.5,2060,2,125,150,0.5195250253671548,-0.1640000000000157
14.000000000000002,132.89527777777792,-0.0002166666666880701,-0.00031111111113091283,1,30,132.8355939493126,0.0022845289835515814,3.765636930097571e-05,1,30,132.8269810351034,0.00022084395405386203,5.291500073667521e-05,1,30,130.1952427560372,0.0017867246376965795,-5.6574879181425786e-05,0.5,30,130.18325109593528,0.003501989901565139,0.0007918957998640508,0.5,30,0.034311473519904344,-0.0003079623942767659,-0.00047800268612141483,0.25,30,55.90747003267946,0.4367930903246844,-3.177814684946945,0.25,30,0.010191068205723101,0.0007442336569111266,-0.0007738896110950095,0.5,30,11.92614518166443,-0.8784038455529952,0.29355150014930054,0.5,30,18.48690688442351,0.08656816423090774,0.4327426089099937,1.5,30,12.523679987496097,0.1423710309164985,0.14320870222010562,1,30,979.0,-82.0,-84.0,1,30,132.80923261516799,0.007751931647987931,0.001445904127990616,0.5,30,1.5,1,10,20,0.5745077059226555,36,5,80,5,0.6,False,False,SNR,2,6,1695,1.5,2060,2,125,150,0.5195250253671548,-0.10300000000000864
