STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,CLOSED
774,50,0.18,0.06459948320413436,75.0,28.000000000000004,92.5,100.0,1.5,2.0,-0.23725045016018953
551,75,0.3466666666666667,0.13611615245009073,73.78917378917379,-150.99999999999997,80.66121559953913,83.60637637541001,1.5,2.0,0.24803559484541893
573,17,0.7058823529411765,0.029668411867364748,68.88888888888889,44.99999999999999,84.50293422030343,91.19466793376681,2,2.5,-0.3343699306240637
559,8,0.25,0.014311270125223614,33.33333333333333,3.0000000000000027,80.0,100.0,2,3.0,0.42078319863804836
559,31,0.16129032258064516,0.055456171735241505,60.0,9.999999999999998,88.0,100.0,2,3.0,-0.2962271590546095
686,19,0.8421052631578947,0.027696793002915453,69.0909090909091,55.00000000000001,82.4717244372511,88.20635958568339,1.5,2.0,0.33853417801080354
740,43,0.13953488372093023,0.05810810810810811,66.66666666666666,15.000000000000002,90.0,100.0,1.5,2.0,-0.21350346859419744
525,16,0.25,0.030476190476190476,50.0,9.999999999999998,78.06657142510201,90.09510203586002,1.5,2.5,0.1877763570670652
595,50,0.22,0.08403361344537816,75.75757575757575,65.99999999999999,87.30377250240886,92.25214253590876,1.5,2.0,0.2194790283248409
577,42,0.21428571428571427,0.07279029462738301,71.42857142857143,28.000000000000004,88.39325187834463,95.66382921396173,1.5,2.0,-0.17577374141396263
708,25,0.2,0.03531073446327684,60.0,15.000000000000002,80.1255991642963,88.75085594899473,1.5,2.5,0.176542118109154
546,28,0.17857142857142858,0.05128205128205128,60.0,15.000000000000002,83.4090695118967,93.44152787413815,1.5,2.0,0.09941811161124292
787,28,0.17857142857142858,0.035578144853875476,60.0,15.000000000000002,81.63641038308978,90.90915769012825,1.5,2.0,0.09961840906784403
720,21,0.19047619047619047,0.029166666666666667,60.0,9.999999999999998,88.0,100.0,2,2.5,-0.2043665976454463
722,43,0.18604651162790697,0.05955678670360111,66.66666666666666,20.999999999999996,86.72540137757187,95.32200196795982,2,2.5,-0.3130855016624139
722,25,0.24,0.03462603878116344,66.66666666666666,20.999999999999996,86.909786377117,95.58540911016713,2,2.5,0.12879506342761715
615,10,0.4,0.016260162601626018,60.0,9.999999999999998,88.0,100.0,1.5,2.5,0.20828690299629216
612,18,0.2777777777777778,0.029411764705882353,66.66666666666666,15.000000000000002,90.0,100.0,1.5,2.5,0.26135639049412873
547,31,0.22580645161290322,0.056672760511883,71.42857142857143,28.000000000000004,86.27677161192273,92.64028597621615,2,2.5,0.21829871146556457
547,32,0.25,0.05850091407678245,55.55555555555556,36.0,81.5148674065648,92.64028677128306,2,2.5,0.29929647827779604
787,43,0.20930232558139536,0.054637865311308764,68.88888888888889,44.99999999999999,83.03782687229157,89.10165743660701,1.5,2.5,0.2206111752363995
560,60,0.21666666666666667,0.10714285714285714,78.02197802197803,91.0,85.98906275653553,89.40352764277448,1.5,2.5,-0.5674290339325552
560,60,0.21666666666666667,0.10714285714285714,64.83516483516483,91.0,80.87464584908737,87.74870914076845,1.5,2.5,0.4934140670313383
665,62,0.24193548387096775,0.09323308270676692,77.5,80.0,83.70433271870003,86.36333245528576,1.5,2.0,0.1873214989071954
746,60,0.23333333333333334,0.08042895442359249,68.18181818181817,65.99999999999999,80.10787263970442,85.21903883594138,1.5,2.0,0.3070876272464602
515,61,0.22950819672131148,0.11844660194174757,73.33333333333333,95.0,80.22036658033561,83.1719522576223,1.5,2.0,0.2345250848803886
696,26,0.19230769230769232,0.03735632183908046,60.0,15.000000000000002,82.88062227050027,92.68660324357182,2,3.0,0.26461204783579717
728,6,0.8333333333333334,0.008241758241758242,66.66666666666666,15.000000000000002,90.0,100.0,1.5,2.5,0.18065724111485792
746,38,0.4473684210526316,0.05093833780160858,81.04575163398692,47.0,88.72610626486937,92.01768682096186,1.5,2.0,-0.32292217361846554
747,38,0.47368421052631576,0.050870147255689425,72.51461988304094,29.000000000000004,86.11575409171526,91.94481160971853,1.5,2.0,-0.2981432428513102
747,37,0.5135135135135135,0.049531459170013385,62.63157894736842,9.999999999999998,80.76997087931747,88.54356742158134,1.5,2.0,-0.4278371283004532
748,43,0.5116279069767442,0.05748663101604278,58.498023715415016,-53.0,79.16861443589971,88.02743903039317,1.5,2.0,-0.36631854045559464
748,45,0.5111111111111111,0.06016042780748663,67.7536231884058,-76.0,83.66402418301608,90.48276746642048,1.5,2.0,-0.10713317084514529
746,31,0.7096774193548387,0.04155495978552279,77.4703557312253,-53.0,85.17990160616975,88.48399269543165,1.5,2.0,-0.16615065685004993
734,43,0.6976744186046512,0.05858310626702997,84.08602150537634,-265.0,89.37540633123456,91.64228554231664,1.5,2.0,0.17391403077796497
734,45,0.6888888888888889,0.06130790190735695,78.83064516129032,-296.0,87.79443456058466,91.63605858885366,1.5,2.0,0.14712698765340804
745,33,0.6666666666666666,0.04429530201342282,73.12252964426878,-53.0,83.28162226094184,87.63551909665887,1.5,2.0,-0.28081352987109653
744,22,0.6818181818181818,0.02956989247311828,71.66666666666667,80.0,88.48570706042014,95.69386722917163,1.5,2.0,-0.18658768229143163
562,36,0.6111111111111112,0.06405693950177936,83.79446640316206,-53.0,87.78708401378238,89.49820584690535,1.5,2.0,0.18892641610909777
562,37,0.6216216216216216,0.06583629893238434,76.81159420289855,-76.0,85.65763023227136,89.44878853057399,1.5,2.0,0.2723061023535678
727,27,0.2222222222222222,0.037138927097661624,71.42857142857143,20.999999999999996,91.42857142857142,100.0,1.5,2.5,0.2538736045462997
558,9,0.5555555555555556,0.016129032258064516,60.0,15.000000000000002,77.38954350725305,84.8422050103615,1.5,2.0,-0.35834808759378234
727,59,0.2033898305084746,0.0811554332874828,64.1025641025641,78.0,74.42430181229206,78.84790368788977,1.5,2.5,0.3173009085833769
575,23,0.2608695652173913,0.04,66.66666666666666,20.999999999999996,87.53582166077253,96.47974522967503,1.5,2.5,0.3273679475706217
578,36,0.19444444444444445,0.06228373702422145,67.85714285714286,28.000000000000004,86.09863861095877,93.91642250545132,1.5,2.0,-0.24817693888812187
579,37,0.24324324324324326,0.06390328151986183,61.111111111111114,36.0,75.47273991701807,81.6277236909782,1.5,2.0,-0.3261615578958583
574,24,0.25,0.041811846689895474,71.42857142857143,20.999999999999996,91.42857142857142,100.0,1.5,2.0,-0.1871162587077606
576,22,0.22727272727272727,0.03819444444444445,66.66666666666666,15.000000000000002,90.0,100.0,1.5,2.0,-0.2766267860781966
581,32,0.21875,0.055077452667814115,75.0,28.000000000000004,92.5,100.0,1.5,2.0,-0.24943219725649612
615,63,0.2222222222222222,0.1024390243902439,75.75757575757575,65.99999999999999,85.96466675854263,90.33913433038559,1.5,2.5,0.24499053161378015
615,72,0.18055555555555555,0.11707317073170732,60.60606060606061,65.99999999999999,74.44598103627236,80.37737550636312,1.5,2.5,0.17420337218412385
616,70,0.18571428571428572,0.11363636363636363,60.60606060606061,65.99999999999999,74.31493216042088,80.19016282657529,1.5,2.5,0.19818445669589835
679,42,0.19047619047619047,0.061855670103092786,72.22222222222221,36.0,84.483312323386,89.73806522388476,1.5,2.5,0.060478953216858145
626,25,0.2,0.039936102236421724,66.66666666666666,15.000000000000002,90.0,100.0,1.5,2.5,-0.2662165496071651
721,30,0.13333333333333333,0.04160887656033287,50.0,9.999999999999998,77.69329276095104,89.56184680135864,2,3.0,-0.18771962972934375
