STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,CLOSED
720,25,0.16,0.034722222222222224,50.0,9.999999999999998,75.23010184835978,86.04300264051396,2,3.0,0.49099999999998545
512,13,0.6923076923076923,0.025390625,66.66666666666666,15.000000000000002,90.0,100.0,1.5,2.0,0.05700000000001637
523,6,0.8333333333333334,0.011472275334608031,60.0,15.000000000000002,84.65741254858455,95.2248750694065,2,3.0,0.3739999999999952
525,38,0.7105263157894737,0.07238095238095238,65.38461538461539,78.0,83.00735574754512,90.55995876022928,2,3.0,0.37699999999998113
671,15,0.7333333333333333,0.022354694485842028,61.904761904761905,20.999999999999996,84.5627020920169,94.27324788655478,2,2.5,-0.3830000000000098
657,25,0.76,0.0380517503805175,62.22222222222222,44.99999999999999,79.81893585936986,87.36038456100457,1.5,2.5,-0.29699999999999704
654,32,0.75,0.04892966360856269,62.22222222222222,44.99999999999999,80.44978165938859,88.2615928467456,1.5,2.5,0.19800000000003593
630,62,0.27419354838709675,0.09841269841269841,69.28104575163398,47.0,77.17962191673504,80.56472598749266,2,2.5,0.21100000000001273
630,76,0.27631578947368424,0.12063492063492064,62.77056277056276,-31.000000000000007,73.0096174364416,77.39778372181826,2,2.5,0.30100000000001614
510,3,0.6666666666666666,0.0058823529411764705,33.33333333333333,3.0000000000000027,80.0,100.0,2,2.5,0.10599999999999454
510,6,0.5,0.011764705882352941,16.666666666666664,6.000000000000005,75.0,100.0,2,2.5,0.09399999999999409
510,8,0.5,0.01568627450980392,10.0,9.999999999999998,73.0,100.0,2,2.5,0.14599999999998658
536,15,0.8,0.027985074626865673,68.88888888888889,44.99999999999999,81.40465178631277,86.76855017092302,2,2.5,-0.027999999999991587
628,16,0.875,0.025477707006369428,75.23809523809524,95.0,87.0308880308883,92.08494208494248,2,2.5,0.06700000000000728
679,22,0.3181818181818182,0.03240058910162003,53.57142857142857,28.000000000000004,78.92901180200838,89.79654747225688,1.5,2.5,-0.07600000000002183
761,9,0.6666666666666666,0.011826544021024968,71.42857142857143,20.999999999999996,91.42857142857142,100.0,1.5,2.5,0.15799999999998704
671,29,0.27586206896551724,0.043219076005961254,63.888888888888886,36.0,85.65689261233788,94.9860370652446,2,3.0,0.3690000000000282
786,23,0.17391304347826086,0.029262086513994912,60.0,9.999999999999998,88.0,100.0,2,3.0,-0.15899999999999181
697,14,0.8571428571428571,0.020086083213773313,76.92307692307693,78.0,85.7938699192676,89.59563834620646,1.5,2.5,-0.3450000000000273
700,15,0.8666666666666667,0.02142857142857143,63.73626373626373,91.0,81.2658751807691,88.77856579984285,1.5,2.5,0.13300000000000978
698,15,0.8666666666666667,0.02148997134670487,67.03296703296702,91.0,76.68205183225908,80.81737388909852,1.5,2.5,-0.4060000000000059
698,17,0.8235294117647058,0.024355300859598854,58.0952380952381,95.0,74.0007331509404,80.81737388909852,1.5,2.5,-0.3410000000000082
634,12,0.5833333333333334,0.01892744479495268,71.42857142857143,28.000000000000004,90.75913801103304,99.04366654637374,1.5,2.5,0.12300000000001887
530,29,0.6896551724137931,0.05471698113207547,69.52380952380952,-10.000000000000009,81.94380167558447,87.2666554549166,1.5,2.5,-0.4450000000000216
533,36,0.6944444444444444,0.0675422138836773,64.61538461538461,-125.0,80.01591671331941,86.61614475529149,1.5,2.5,-0.4310000000000116
533,38,0.6842105263157895,0.07129455909943715,59.82905982905983,-150.99999999999997,78.58001927742198,86.61614475529149,1.5,2.5,-0.45700000000002206
530,33,0.696969696969697,0.062264150943396226,52.89855072463768,-76.0,76.95622403583292,87.2666554549166,1.5,2.5,-0.44300000000001205
533,39,0.7435897435897436,0.07317073170731707,48.275862068965516,-235.0,75.09281385271423,86.58579318860654,1.5,2.5,-0.43700000000004025
533,42,0.7142857142857143,0.07879924953095685,45.16129032258064,-265.0,74.15844232879877,86.58579318860654,1.5,2.5,-0.4480000000000075
533,43,0.7209302325581395,0.08067542213883677,42.33870967741936,-296.0,73.31166813525039,86.58579318860654,1.5,2.5,-0.3620000000000232
723,44,0.2727272727272727,0.06085753803596127,84.61538461538461,78.0,95.38461538461539,100.0,2,3.0,0.1869999999999834
723,46,0.2826086956521739,0.0636237897648686,72.52747252747253,91.0,87.76843638289445,94.30027803521811,2,3.0,0.28000000000000114
724,58,0.27586206896551724,0.08011049723756906,65.44117647058823,64.0,80.16042113056221,86.46866884197965,2,3.0,0.09300000000001774
724,60,0.2833333333333333,0.08287292817679558,58.16993464052288,47.0,77.97904858154261,86.46866884197965,2,3.0,0.1519999999999868
616,57,0.24561403508771928,0.09253246753246754,69.52380952380952,95.0,78.87484638537691,82.88243361176293,2,2.5,-0.35200000000000387
569,27,0.25925925925925924,0.04745166959578207,42.857142857142854,28.000000000000004,76.56629318393871,91.01307189542264,2,3.0,0.10199999999997544
552,20,0.25,0.036231884057971016,60.0,15.000000000000002,83.60906515580639,93.72723593686626,2,3.0,0.11100000000001842
554,55,0.21818181818181817,0.09927797833935018,62.82051282051282,78.0,80.74702367218762,88.42981403719111,2,3.0,0.17099999999999227
747,38,0.18421052631578946,0.050870147255689425,64.28571428571429,28.000000000000004,86.0256336405518,95.34274193548217,2,3.0,0.10099999999999909
744,42,0.19047619047619047,0.056451612903225805,61.111111111111114,36.0,81.3495997934401,90.02323780015253,2,3.0,0.09099999999997976
744,42,0.21428571428571427,0.056451612903225805,48.888888888888886,44.99999999999999,77.68293312677343,90.02323780015253,2,3.0,0.1419999999999959
512,27,0.5185185185185185,0.052734375,83.80952380952381,95.0,94.30583322788812,98.80425155004424,1.5,2.0,0.3160000000000025
512,25,0.64,0.048828125,75.0,64.0,91.7934579439252,98.99065420560744,1.5,2.0,0.19599999999999795
619,25,0.6,0.04038772213247173,79.16666666666666,80.0,90.92514661594528,95.96449516563611,2,2.5,0.1740000000000066
651,39,0.3076923076923077,0.059907834101382486,75.64102564102564,78.0,87.83631060882254,93.06286130930694,2,2.5,0.18099999999998317
520,28,0.35714285714285715,0.05384615384615385,70.9090909090909,55.00000000000001,88.08057529514993,95.43978288917522,2,2.5,-0.5020000000000095
732,52,0.6923076923076923,0.07103825136612021,63.51351351351351,-466.0,78.66452082661814,85.15780967509157,2,2.5,0.5939999999999941
709,41,0.21951219512195122,0.05782792665726375,53.333333333333336,15.000000000000002,79.24448529411762,90.34926470588232,1.5,2.5,-0.6910000000000025
528,65,0.5692307692307692,0.12310606060606061,92.31863442389758,-503.0,97.64677054217002,99.93025745000106,1.5,2.5,0.8959999999999866
530,67,0.5671641791044776,0.12641509433962264,85.5600539811066,-541.0,94.02019407133443,97.64596839571777,1.5,2.5,2.007000000000005
544,63,0.2698412698412698,0.11580882352941177,77.77777777777779,47.0,89.28775758738956,94.22060607722317,2,3.0,0.9780000000000086
544,64,0.28125,0.11764705882352941,69.5906432748538,29.000000000000004,82.95096910585507,88.67682303342703,2,3.0,-4.964000000000027
544,53,0.2641509433962264,0.0974264705882353,62.857142857142854,95.0,83.18093102886758,91.89112595960674,2,3.0,-4.242999999999995
544,64,0.25,0.11764705882352941,57.35294117647059,64.0,81.84988748716603,92.34857876317837,2,3.0,-3.3200000000000216
544,73,0.2876712328767123,0.13419117647058823,51.515151515151516,-31.000000000000007,77.52832157794437,88.67682303342703,2,3.0,-3.598000000000013
636,38,0.2894736842105263,0.059748427672955975,65.15151515151516,65.99999999999999,82.14441475547099,89.42708601430921,2,3.0,0.008000000000009777
551,21,0.2857142857142857,0.038112522686025406,71.42857142857143,20.999999999999996,91.42857142857142,100.0,1.5,2.0,0.33899999999999864
507,31,0.6451612903225806,0.0611439842209073,81.42857142857143,-10.000000000000009,92.80709391124249,97.68360354667293,1.5,2.0,0.06800000000001205
