FREQUENCY_RATE,<class '__main__.MovingAverage'>_VALUE,<class '__main__.MovingAverage'>_SPEED,<class '__main__.MovingAverage'>_ACC,<class '__main__.MovingAverage'>_WEIGHT,<class '__main__.MovingAverage'>_PARAMETER,<class '__main__.MAMA'>_VALUE,<class '__main__.MAMA'>_SPEED,<class '__main__.MAMA'>_ACC,<class '__main__.MAMA'>_WEIGHT,<class '__main__.MAMA'>_PARAMETER,<class '__main__.FAMA'>_VALUE,<class '__main__.FAMA'>_SPEED,<class '__main__.FAMA'>_ACC,<class '__main__.FAMA'>_WEIGHT,<class '__main__.FAMA'>_PARAMETER,<class '__main__.TRIMA'>_VALUE,<class '__main__.TRIMA'>_SPEED,<class '__main__.TRIMA'>_ACC,<class '__main__.TRIMA'>_WEIGHT,<class '__main__.TRIMA'>_PARAMETER,<class '__main__.EMA'>_VALUE,<class '__main__.EMA'>_SPEED,<class '__main__.EMA'>_ACC,<class '__main__.EMA'>_WEIGHT,<class '__main__.EMA'>_PARAMETER,<class '__main__.ATR'>_VALUE,<class '__main__.ATR'>_SPEED,<class '__main__.ATR'>_ACC,<class '__main__.ATR'>_WEIGHT,<class '__main__.ATR'>_PARAMETER,<class '__main__.RSI'>_VALUE,<class '__main__.RSI'>_SPEED,<class '__main__.RSI'>_ACC,<class '__main__.RSI'>_WEIGHT,<class '__main__.RSI'>_PARAMETER,<class '__main__.MACD'>_VALUE,<class '__main__.MACD'>_SPEED,<class '__main__.MACD'>_ACC,<class '__main__.MACD'>_WEIGHT,<class '__main__.MACD'>_PARAMETER,<class '__main__.MINUS_DI'>_VALUE,<class '__main__.MINUS_DI'>_SPEED,<class '__main__.MINUS_DI'>_ACC,<class '__main__.MINUS_DI'>_WEIGHT,<class '__main__.MINUS_DI'>_PARAMETER,<class '__main__.PLUS_DI'>_VALUE,<class '__main__.PLUS_DI'>_SPEED,<class '__main__.PLUS_DI'>_ACC,<class '__main__.PLUS_DI'>_WEIGHT,<class '__main__.PLUS_DI'>_PARAMETER,<class '__main__.ADX'>_VALUE,<class '__main__.ADX'>_SPEED,<class '__main__.ADX'>_ACC,<class '__main__.ADX'>_WEIGHT,<class '__main__.ADX'>_PARAMETER,<class '__main__.VOLUME'>_VALUE,<class '__main__.VOLUME'>_SPEED,<class '__main__.VOLUME'>_ACC,<class '__main__.VOLUME'>_WEIGHT,<class '__main__.VOLUME'>_PARAMETER,<class '__main__.SAR'>_VALUE,<class '__main__.SAR'>_SPEED,<class '__main__.SAR'>_ACC,<class '__main__.SAR'>_WEIGHT,<class '__main__.SAR'>_PARAMETER,CLOSED
20.999999999999996,132.39234999999994,-0.009768750000006321,0.0003187499999910415,1.5,30,131.7093272148186,-0.006327214818611537,-0.0016727851813982397,0.5,30,131.75841335521335,-0.016362046798235497,0.0033449439932269343,0.25,30,129.49280479607773,-0.005581484313694318,-0.0002294352941021316,1.5,30,129.19859212942455,-0.006460365611502539,0.001323864903156391,1,30,0.08774667393761348,-0.0017811114140665607,-0.0010507870244133438,0.25,30,43.786911781020336,-0.552835825065948,-4.5041513486184,0.5,30,0.014490437509660281,-2.352941943581377e-05,-0.0009747989336939267,0.25,30,22.482104593575162,-1.9788448747261533,-0.10259259551837019,0.25,30,15.566511490494936,0.05612433676964734,0.6801374072270931,1.5,30,26.42362151025262,-0.561557547079488,-0.24300007727195094,0.5,30,3669.0,286.0,-770.0,1.5,30,131.58711471200002,0.0036303120000127365,-7.408799999097937e-05,0.25,30,-0.09999999999999432
9.999999999999998,132.7396625,-0.0005062500000008185,-0.0004000000000132786,0.25,30,132.67290803814714,-0.0043635809551290095,0.0509080381471847,1,30,132.76457393225772,-0.002350407541285904,0.02753383269094911,1,30,130.0735781231863,0.0016012584540874286,-0.00013362560389396094,0.5,30,130.04343969928044,-0.020555488729002036,-0.004306558060221732,1,30,0.07745359620157487,-0.0002870313790301199,0.0011203700725813254,0.5,30,28.26972355574532,-2.7530090306183297,0.9990780042137253,0.5,30,-0.022177020826063334,-0.0021394341967636253,-9.647309054725689e-05,0.5,30,27.439181154673754,1.685729624762839,0.6348287725959736,0.5,30,13.6118267126392,-1.2288950684639275,-0.31286421567098444,1,30,12.213090039440798,0.3789227728833744,0.2195611743076089,1,30,1649.0,50.0,17.0,0.5,30,132.74407054814426,-0.013785616460467054,0.001531735162274117,0.25,30,0.08799999999999386
6.000000000000005,132.62491250000008,-0.0013437499999895408,-6.874999999695319e-05,0.25,30,132.55185847209066,-0.0032997487789430124,0.011858472090693795,1,30,132.59954827089996,-0.0015275617074053116,0.013778308871820855,1,30,129.91977765700653,0.0029049661835927054,-3.4678743958238556e-05,0.5,30,129.91463475680223,-0.009626612622724906,-0.002815197194962593,1,30,0.061386105535300495,-0.0009150581860678658,0.000679739904529908,0.5,30,33.99589077789782,-5.0083759018495115,-4.021748055179273,0.5,30,-0.009679091425157323,-0.0017609951508137656,-0.0019125827624232247,0.5,30,20.516112678278628,1.1946453647003779,0.7772802719954761,0.5,30,11.603857813462817,-0.9531970012038791,-0.23204938758760463,1,30,10.134347980261543,0.1247617847563518,0.21521480839962948,1,30,2822.0,-82.0,612.0,0.5,30,132.66539068139483,-0.005641278391436799,-0.0028242996203005077,0.25,30,0.24500000000000455
78.0,130.66579375000003,0.0009124999999983174,0.00017500000001291482,1,30,130.8789383211679,5.587783326177487e-05,-0.0006345198859492029,1,30,130.84002534094583,0.0009977687236357724,-2.415104847841576e-05,0.25,30,127.99954428048717,0.004488579268297599,0.0002677073170929134,1,30,128.19998188966417,0.005098835195582296,0.00020594240029936373,1,30,0.06391308080533675,-0.0011125341650205511,-0.0019345568138218472,1.5,30,57.35102172453374,-0.9720834233195674,-2.425881846281726,1.5,30,-0.01302295076556688,-0.00038776671483557734,-0.0008491607980656152,0.25,30,15.110969505377255,-0.43689506432366443,0.35951409664738776,0.5,30,23.85318794008365,-1.7045771031871801,-2.977116263803399,1.5,30,30.28424605810853,-0.24894058586036394,0.01914927583541015,1,30,1690.0,-604.0,-850.0,1,30,130.9727583511273,-0.00569826463029699,0.00023742769295154176,0.25,30,0.07399999999998386
29.000000000000004,131.3256888888887,0.004527777777752817,-0.0002166666666880701,0.5,30,131.39377327010664,-0.0020406984266685413,-0.0009978579775520302,1.5,30,131.44070686324363,-0.001203425465064356,-2.1468537511282193e-05,1.5,30,128.96391144318125,-0.0014314204545371467,-3.0306818160852345e-05,0.25,30,128.81242332851693,-0.008587718791261523,-0.0017007664430366276,1.5,30,0.07019424919294284,-0.0009552360662731657,0.001108624225905963,0.25,30,37.18370969135597,-1.832380359153376,-0.6889431020339813,1.5,30,-0.0003018395254894071,-0.0015375687936800692,-0.0006541611450571194,0.25,30,30.290723605567706,7.19728635248212,4.1129943136850144,0.5,30,17.84474969637847,-0.48418868990977515,-0.17172805278212877,1,30,9.48456051544096,0.1848015778341363,0.2937930862838307,0.25,30,1285.0,260.0,799.0,0.5,30,131.43684,-0.013159999999999172,-0.012159999999994398,1,30,0.20499999999998408
55.00000000000001,132.13604444444445,0.0027388888888992824,0.00027777777779647295,1.5,30,132.37236061284233,0.041639387157715646,0.03783524114112424,1,30,132.33044125258982,0.013973120084159518,0.01360765615649484,0.25,30,129.70936477134126,0.002097588414613938,-0.00011114634148157165,0.5,30,129.69767508274157,0.004371718431627869,0.0015233297633585607,0.25,30,0.06644239612568953,-0.001320140948570983,1.8831820503897867e-05,1.5,30,57.26285812911728,0.9783415017282522,-2.737791922129837,1.5,30,0.014915889255739407,0.002016105916782274,-0.0009782301064729174,0.25,30,21.88648365752886,-0.5992723083894411,0.021913842151597862,1.5,30,30.906098850554415,3.6217796648382254,-2.771465867101412,0.5,30,13.176221691644578,-0.40406342557498753,0.19437539127496883,0.5,30,1915.0,410.0,-181.0,1,30,132.22623306205003,0.008281955747918346,-0.00034508148948475537,1.5,30,-0.16899999999998272
47.0,132.39628333333334,-0.002266666666656647,-0.00018888888888568545,1.5,30,132.0781214638759,-0.012121463875928384,-0.01089815188899479,1,30,132.13323877914246,-0.018372438422176174,-0.016798892529550358,1,30,129.607015746376,-0.0036222125603728728,3.988647344499441e-05,1.5,30,129.50490932975734,-0.005533057224653248,-0.0008180650189899552,0.5,30,0.061892955238561725,-0.0019446477619282782,-0.001702767611905076,1.5,30,41.17360019215184,-0.08075057209212133,2.509006588105777,0.25,30,-0.006239315528489709,0.0008864703329863437,0.0003780126615033734,0.5,30,22.146694501989003,-0.31954223488792977,-1.423029604674234,1.5,30,14.057193056390311,-0.21274793304679385,0.3396854660811357,1.5,30,24.196592508582437,-0.07435315714135271,0.01707820885001965,1,30,588.0,-724.0,-937.0,1,30,132.1420193366335,-0.01577992629262326,0.0017533251436248065,1.5,30,0.16399999999998727
29.000000000000004,132.36550555555542,-0.0032833333333428527,-0.0001611111111117225,1.5,30,132.09005768244802,-0.0013714569709577518,-0.00034887068574107616,1,30,132.10531347072626,-0.000391174058421484,-2.5135459310376973e-05,1,30,129.56096213767987,-0.0035495410627959245,-1.0060386472332539e-05,1.5,30,129.46851370094925,-0.0031581862723726317,-0.00023840094672777923,0.5,30,0.05443752645527057,-0.0008718763227632195,0.000543593816137708,1.5,30,43.66760075286553,-0.8692543525026863,-0.6596708527371007,0.25,30,0.003620329335182429,-0.001640521513317398,3.892063839069926e-05,0.5,30,20.821078872452738,0.9103239183539173,0.11024274672557155,1.5,30,17.60541997405074,-0.4829182360576709,-0.12852474442475526,1.5,30,16.601404777189384,-0.3992856989645901,0.15089439503520197,1,30,1202.0,-114.0,-187.0,1,30,132.165,0.1253073970899834,0.12008625554457808,1.5,30,0.1449999999999818
78.0,132.90675000000022,-6.874999999695319e-05,-1.874999998108251e-05,0.25,30,132.92323303385083,0.007766966149176824,0.007475706554544104,0.25,30,132.8841037201276,0.013043104574393283,0.011904503237275321,1,30,130.1257240568637,-0.0014531862745457147,0.00019792156857079135,0.5,30,130.22578812623541,0.004362828817335185,-0.0007171398754906022,0.5,30,0.04225929865950189,-0.00036819403879582296,0.00019812906110480005,0.5,30,62.05966444157439,1.378473067001515,5.57735152421612,1.5,30,0.001662931767551043,0.000106684011485534,0.00043693475538449794,1.5,30,11.75189562307223,-0.3078215604283816,0.23415508150394082,0.25,30,21.508279153720704,-0.7446107623617273,-0.04661774877122937,0.25,30,16.796504029396154,0.3402754114086832,-0.04730003610920974,1.5,30,1261.0,-470.0,-248.0,1,30,132.88436,0.010359999999991487,0.010359999999991487,1.5,30,0.1910000000000025
15.000000000000002,132.4363874999998,-0.00698750000000814,0.00010625000001596163,1,30,131.81293640135692,0.0019507157180385093,0.0008446991727169006,0.5,30,131.7909276523314,0.0005643268980861649,3.554843127062668e-05,0.5,30,129.43649751136357,-0.01366256818181455,0.0003443522727479831,0.5,30,129.1609017032033,0.004426662820691263,0.0012103512820260676,1,30,0.0535193356031512,-0.0013957545054282122,-3.180239445164934e-05,1.5,30,51.08227706748838,1.5437635708338675,-0.20746639382517174,1,30,0.01020673001446022,0.0007492721169127629,0.0006239630034965745,1,30,18.249318643931282,-0.5397392728010857,0.041402526692266406,1,30,18.363082121460003,0.6749144632367283,0.6870315868216785,0.5,30,12.556141667122574,-0.24703372002680268,0.3825605264984038,0.25,30,589.0,-260.0,-468.0,1.5,30,131.7110144,0.005374399999993784,0.0027343999999800417,1.5,30,-0.3689999999999998
