HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,KAMA_PERIOD,KAMA_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,ATR_WEIGHT,RSI_PERIOD,RSI_WEIGHT,MACD_WEIGHT,ADOSC_WEIGHT,PLUSDI_MINUSDI_WEIGHT,VOLUME_WEIGHT,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.KAMA'>_CONFLUENT,<class '__main__.KAMA'>_DIVERGENT,<class '__main__.KAMA'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.RSI'>_CONFLUENT,<class '__main__.RSI'>_DIVERGENT,<class '__main__.RSI'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.ADOSC'>_CONFLUENT,<class '__main__.ADOSC'>_DIVERGENT,<class '__main__.ADOSC'>_ACCEPTANCE_RATE,<class '__main__.ADX'>_CONFLUENT,<class '__main__.ADX'>_DIVERGENT,<class '__main__.ADX'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,CLOSED
0.5,1,200,50,40,1,100,1,50,1,50,1,14,1,20,1,0.5,0.5,1,0.5,785,67,0.208955223880597,0.08535031847133757,84.82758620689656,-815.0,83.5251965882811,82.65693684253748,1.5,2,0,0,1.0,0,0,0.9744597249508841,0,0,0,1,0,0.9782244556113903,0,0,0,0,0,0,1,0,0.984009840098401,0,0,0,0,0,0,0,0,0.9887640449438202,1,0,0.9781659388646288,0,0,0,-0.27045394309723747
1,2,200,70,40,1,140,1,70,0.5,70,0.5,14,1,14,0.5,1,0,0.5,0,714,38,0.23684210526315788,0.05322128851540616,71.57894736842105,-85.00000000000001,88.63157894736841,100.0,1.5,2.5,0,0,1.0,1,0,0.9817073170731707,0,0,0,0,0,0.986013986013986,0,0,0,0,0,0,1,0,0.9888751545117429,0,0,0,0,0,0,1,0,0.9941690962099126,0,0,0.9849785407725322,0,0,0,-0.45510461602776786
0,1,200,70,40,0,140,1,70,0,70,0,14,0,20,1.5,0.5,0.5,0,0.5,800,9,0.1111111111111111,0.01125,100.0,1.0000000000000009,100.0,100.0,1.5,2.5,0,0,1.0,1,0,1.0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0.9987515605493134,0,0,0,0,0,0,1,0,1.0,0,0,1.0,0,0,0,-0.1233935374600037
