HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,KAMA_PERIOD,KAMA_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,ATR_WEIGHT,RSI_PERIOD,RSI_WEIGHT,MACD_WEIGHT,ADOSC_WEIGHT,PLUSDI_MINUSDI_WEIGHT,VOLUME_WEIGHT,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.KAMA'>_CONFLUENT,<class '__main__.KAMA'>_DIVERGENT,<class '__main__.KAMA'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.RSI'>_CONFLUENT,<class '__main__.RSI'>_DIVERGENT,<class '__main__.RSI'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.ADOSC'>_CONFLUENT,<class '__main__.ADOSC'>_DIVERGENT,<class '__main__.ADOSC'>_ACCEPTANCE_RATE,<class '__main__.ADX'>_CONFLUENT,<class '__main__.ADX'>_DIVERGENT,<class '__main__.ADX'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,CLOSED
2,0.5,180,40,40,1,80,0,40,0,40,0,14,1.5,23,0,0.5,1,0,1,770,31,0.3548387096774194,0.04025974025974026,63.24110671936759,-305.99999999999994,78.4723311382842,88.62648075089527,1.5,2.5,0,0,1.0,1,0,0.9825242718446602,0,0,0,1,0,0.9825174825174825,0,0,0,0,0,0,1,0,0.9864364981504316,0,0,0,0,0,0,0,0,0.9917127071823204,1,0,0.9821826280623608,0,0,0,-0.24470112391060184
2,0,180,40,40,1.5,80,1,40,0,40,0,14,1.5,23,0,0.5,1,0,1,696,31,0.2903225806451613,0.04454022988505747,57.19298245614035,-85.00000000000001,72.62507556015336,82.91313762949537,2,4.0,0,0,1.0,1,0,0.9857723577235772,0,0,0,1,0,0.9878260869565217,0,0,0,0,0,0,1,0,0.9888751545117429,0,0,0,0,0,0,0,0,0.9936507936507937,1,0,0.9858299595141701,0,0,0,0.2345623746767842
2,0,180,60,40,1.5,120,1,60,0,60,0,14,1.5,23,2,1.5,1,0,1,796,31,0.3225806451612903,0.038944723618090454,68.57142857142857,-185.0,79.89836315379026,87.44965287536469,3,4.0,0,1,1.0,0,0,0.9881422924901185,0,0,0,1,0,0.9910554561717353,0,0,0,0,0,0,1,0,0.9876543209876543,0,0,0,0,0,0,1,0,0.9898648648648649,0,0,0.9863813229571985,0,0,0,-0.20083889482256723
2,0,180,60,40,1.5,120,1,60,0,60,0,14,1.5,23,2,1.5,1,0,1,796,33,0.3333333333333333,0.0414572864321608,52.17391304347826,-305.99999999999994,73.33935694187781,87.44965287414418,3,4.0,0,1,1.0,0,0,0.9877800407331976,0,0,0,0,1,0.9910554561717353,0,0,0,0,0,0,1,0,0.9864364981504316,0,0,0,0,0,0,0,1,0.9901960784313726,0,0,0.9861111111111112,0,0,0,0.18940412721212851
2,2,180,40,60,1.5,80,1,40,2,40,2,14,1.5,20,0.5,1.5,0.5,2,0.5,788,54,0.2777777777777778,0.06852791878172589,61.935483870967744,-1040.0,75.45807129231217,84.47312957320845,2,3.0,0,0,1.0,0,0,0.9818548387096774,0,0,0,0,0,0.979557069846678,0,0,0,0,0,0,1,0,0.9828009828009828,0,0,0,0,0,0,0,0,0.990228013029316,1,0,0.9763779527559056,0,0,0,0.17474227490748717
0,0,180,40,60,1.5,80,1,40,1,40,1,14,1.5,20,0.5,1.5,0.5,1,0.5,743,21,0.23809523809523808,0.02826379542395693,47.27272727272727,55.00000000000001,72.24301805811405,88.88987858170522,2,3.0,0,1,1.0,0,0,0.9945054945054945,0,0,0,1,0,0.9949409780775716,0,0,0,0,0,0,1,0,0.9937888198757764,0,0,0,0,0,0,1,0,0.9930555555555556,0,0,0.9941972920696325,0,0,0,-0.141128778253659
0,0.5,180,40,30,2,80,1.5,40,0,40,0,14,1.5,20,0.5,1.5,0,0,0,749,41,0.17073170731707318,0.05473965287049399,85.0,60.0,91.32615898634035,95.54359831056726,2,2.5,1,0,1.0,1,0,0.9911699779249448,0,0,0,1,0,0.9888888888888889,0,0,0,0,0,0,1,0,0.9913258983890955,0,0,0,0,0,0,0,0,0.9928057553956835,1,0,0.9897435897435898,0,0,0,0.20862728905720473
0,0.5,180,40,30,2,80,1.5,40,0,40,0,14,1.5,20,0.5,1.5,0,0,0,754,51,0.21568627450980393,0.06763925729442971,52.17391304347826,-305.99999999999994,77.64468302800783,94.62519635102755,1.5,2.0,0,0,1.0,1,0,0.9831578947368421,0,0,0,1,0,0.9821428571428571,0,0,0,0,0,0,1,0,0.9864364981504316,0,0,0,0,0,0,0,0,0.9923857868020305,1,0,0.9808153477218226,0,0,0,0.22429935995123174
0,0.5,180,40,30,2,80,1.5,40,0,40,0,14,1.5,20,0.5,1.5,0,0,0,750,46,0.21739130434782608,0.06133333333333333,72.98701298701299,-185.0,73.23891768954617,73.40685415790162,1.5,2.0,0,0,1.0,1,0,0.9846491228070176,0,0,0,1,0,0.9836363636363636,0,0,0,0,0,0,1,0,0.9876543209876543,0,0,0,0,0,0,0,0,0.9940119760479041,1,0,0.9831932773109243,0,0,0,0.40375787617429637
1,2,180,50,40,0,100,0,50,1,50,1,14,0.5,23,1,0.5,1.5,1,1.5,707,13,0.15384615384615385,0.018387553041018388,100.0,5.000000000000004,100.0,100.0,1.5,3.5,0,0,1.0,1,0,0.9961013645224172,0,0,0,1,0,0.9964664310954063,0,0,0,0,0,0,1,0,0.9975062344139651,0,0,0,0,0,0,0,0,1.0,1,0,0.9961389961389961,0,0,0,1.427820756290231
1,1.5,180,60,40,1,120,2,60,0,60,0,14,1.5,14,1,0,0.5,0,0.5,800,71,0.22535211267605634,0.08875,89.97326203208557,-1296.0,92.33226650461613,93.90493615296982,2,2.5,0,0,1.0,1,0,0.9772329246935202,0,0,0,1,0,0.9773462783171522,0,0,0,0,0,0,1,0,0.9876543209876543,0,0,0,0,0,0,0,0,1.0,1,0,0.9768270944741533,0,0,0,0.6948532431520107
1,1.5,180,60,40,1,120,2,60,0,60,0,14,1.5,14,1,0,0.5,0,0.5,800,81,0.20987654320987653,0.10125,77.64705882352942,-1585.0000000000002,74.8546875561817,72.99310671128323,2,2.5,1,0,1.0,0,0,0.9746835443037974,0,0,0,1,0,0.9759229534510433,0,0,0,0,0,0,0,1,0.9864364981504316,0,0,0,0,0,0,1,0,1.0,0,0,0.9749552772808586,0,0,0,-1.2042611549376545
0.5,1.5,180,50,50,2,100,1.5,50,0.5,50,0.5,14,1.5,17,0,0,1,0.5,1,752,57,0.22807017543859648,0.07579787234042554,78.26617826617827,-619.0,79.87463508986897,80.9469396389961,2,4.0,1,0,1.0,0,0,0.9755639097744361,0,0,0,1,0,0.9777777777777777,0,0,0,0,0,0,0,1,0.9876543209876543,0,0,0,0,0,0,1,0,1.0,0,0,0.9762773722627737,0,0,0,0.8296276604489776
1,1.5,180,60,60,1,120,2,60,0,60,0,14,1.5,14,1,0.5,0.5,0,0.5,752,15,0.26666666666666666,0.0199468085106383,46.666666666666664,30.000000000000004,78.66666666666666,100.0,2,4.0,0,0,1.0,0,0,0.9942748091603053,0,0,0,1,0,0.9931623931623932,0,0,0,0,0,0,1,0,0.9950248756218906,0,0,0,0,0,0,1,0,0.996268656716418,0,0,0.9944029850746269,0,0,0,1.6478385267951694
1,1.5,180,60,60,1,120,2,60,0,60,0,14,1.5,14,1,0.5,0.5,0,0.5,751,19,0.2631578947368421,0.02529960053262317,54.54545454545454,55.00000000000001,81.81818181818181,100.0,2,4.0,0,0,1.0,1,0,0.9925788497217068,0,0,0,1,0,0.9917627677100495,0,0,0,0,0,0,1,0,0.9937888198757764,0,0,0,0,0,0,0,0,0.9966996699669967,1,0,0.9920318725099602,0,0,0,1.1309702866888074
1,1.5,180,60,60,1,120,2,60,0,60,0,14,1.5,14,1,0.5,0.5,0,0.5,752,17,0.29411764705882354,0.022606382978723406,54.54545454545454,55.00000000000001,81.81818181818181,100.0,2,4.0,0,0,1.0,1,0,0.990909090909091,0,0,0,1,0,0.9913644214162349,0,0,0,0,0,0,1,0,0.9937888198757764,0,0,0,0,0,0,1,0,0.9948186528497409,0,0,0.9928400954653938,0,0,0,-0.5224713321432262
0,2,180,60,50,0,120,1,60,0,60,0,14,0.5,14,1.5,1.5,0.5,0,0.5,800,10,0.1,0.0125,100.0,1.0000000000000009,100.0,100.0,2,4.0,1,0,1.0,0,1,1.0,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0.9987515605493134,0,0,0,0,0,0,0,1,1.0,0,0,1.0,0,0,0,0.5205943663313803
0,2,180,60,50,0,120,1,60,0,60,0,14,0.5,14,1.5,1.5,0.5,0,0.5,800,9,0.1111111111111111,0.01125,100.0,1.0000000000000009,100.0,100.0,2,4.0,1,0,1.0,0,1,1.0,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0.9987515605493134,0,0,0,0,0,0,0,0,1.0,0,1,1.0,0,0,0,0.7429405472404085
0,1.5,180,70,30,1.5,140,1.5,70,0,70,0,14,0,14,0.5,0.5,2,0,2,800,16,0.1875,0.02,35.714285714285715,14.000000000000002,74.28571428571429,100.0,2,4.0,0,0,1.0,1,0,0.9956709956709957,0,0,0,1,0,0.9947916666666666,0,0,0,0,0,0,1,0,0.9962640099626401,0,0,0,0,0,0,1,0,0.9975728155339806,0,0,0.9948849104859335,0,0,0,-0.46247237305124145
0,0,180,60,30,0,120,2,60,1,60,1,14,1,23,0.5,2,0.5,1,0.5,800,16,0.1875,0.02,100.0,14.000000000000002,100.0,100.0,1.5,3.0,0,0,1.0,0,0,1.0,0,0,0,1,0,0.9965811965811966,0,0,0,0,0,0,1,0,0.9962640099626401,0,0,0,0,0,0,0,0,0.9955056179775281,1,0,0.9972067039106145,0,0,0,-0.31227697316711556
0,0,180,60,30,0,120,2,60,1,60,1,14,1,23,0.5,2,0.5,1,0.5,800,18,0.2222222222222222,0.0225,46.666666666666664,30.000000000000004,78.66666666666666,100.0,1.5,3.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.9965986394557823,0,0,0,0,0,0,1,0,0.9950248756218906,0,0,0,0,0,0,1,0,0.9930394431554525,0,0,0.9973190348525469,0,0,0,-0.49637711841549503
0,2,180,70,30,1.5,140,1.5,70,0,70,0,14,0,14,1.5,2,2,0,2,661,8,0.375,0.012102874432677761,35.714285714285715,14.000000000000002,74.28571428571429,100.0,2,3.0,0,0,1.0,1,0,0.9931662870159453,0,0,0,1,0,0.9946902654867257,0,0,0,0,0,0,1,0,0.9962640099626401,0,0,0,0,0,0,1,0,0.9954648526077098,0,0,0.9972375690607734,0,0,0,0.6262254239225058
1,2,180,70,30,1,140,1.5,70,0,70,0,14,0,14,0,2,2,0,2,659,16,0.25,0.024279210925644917,100.0,30.000000000000004,100.0,100.0,2.5,4.0,0,0,1.0,1,0,0.9954128440366973,0,0,0,1,0,0.9946524064171123,0,0,0,0,0,0,1,0,0.9950248756218906,0,0,0,0,0,0,1,0,0.9932432432432432,0,0,0.9972222222222222,0,0,0,1.0579566412741315
