HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,KAMA_PERIOD,KAMA_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,ATR_WEIGHT,RSI_PERIOD,RSI_WEIGHT,MACD_WEIGHT,ADOSC_WEIGHT,PLUSDI_MINUSDI_WEIGHT,VOLUME_WEIGHT,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.KAMA'>_CONFLUENT,<class '__main__.KAMA'>_DIVERGENT,<class '__main__.KAMA'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.RSI'>_CONFLUENT,<class '__main__.RSI'>_DIVERGENT,<class '__main__.RSI'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.ADOSC'>_CONFLUENT,<class '__main__.ADOSC'>_DIVERGENT,<class '__main__.ADOSC'>_ACCEPTANCE_RATE,<class '__main__.ADX'>_CONFLUENT,<class '__main__.ADX'>_DIVERGENT,<class '__main__.ADX'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,CLOSED
0.5,1,200,50,40,1,100,1,50,1,50,1,14,2,14,1,1,1,1,1,727,65,0.26153846153846155,0.08940852819807428,79.2156862745098,-1585.0000000000002,80.21686366167626,80.88431525312055,1.5,2.5,0,0,1.0,0,0,0.9752066115702479,0,0,0,1,0,0.9744897959183674,0,0,0,0,0,0,1,0,0.9791921664626683,0,0,0,0,0,0,0,0,0.9870466321243523,1,0,0.9721577726218097,0,0,0,0.42348752876823426
1.5,2,180,50,30,0.5,100,1,50,0.5,50,0.5,14,1,23,1,1,0.5,0.5,0.5,682,33,0.2727272727272727,0.04838709677419355,89.82456140350877,-85.00000000000001,89.48678262911342,89.26159677951651,1.5,2.5,0,0,1.0,1,0,0.9836829836829837,0,0,0,1,0,0.9862778730703259,0,0,0,0,0,0,1,0,0.9888751545117429,0,0,0,0,0,0,1,0,0.98989898989899,0,0,0.9878934624697336,0,0,0,-0.28126902275050725
0,0,180,40,60,0,80,1,40,1,40,1,14,0,23,1,2,2,1,2,775,16,0.3125,0.02064516129032258,54.54545454545454,55.00000000000001,81.81818181818181,100.0,2,3.0,0,0,1.0,0,0,1.0,0,0,0,1,0,0.9916247906197655,0,0,0,0,0,0,1,0,0.9937888198757764,0,0,0,0,0,0,0,0,0.9956427015250545,1,0,0.9913294797687862,0,0,0,0.4114612895436949
0,0,180,60,60,0,120,1.5,60,0,60,0,14,1.5,23,2,2,2,0,2,800,5,0.2,0.00625,100.0,1.0000000000000009,100.0,100.0,1.5,3.5,0,0,1.0,0,0,1.0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0.9987515605493134,0,0,0,0,0,0,0,0,1.0,1,0,0.9974424552429667,0,0,0,-0.26268150933898937
0,0,180,50,40,1.5,100,1,50,0,50,0,14,2,20,0,1,1.5,0,1.5,800,13,0.46153846153846156,0.01625,54.94505494505495,91.0,76.86057773349584,91.4709262591231,3,5.0,0,1,1.0,1,0,0.9867549668874173,0,0,0,1,0,0.9905482041587902,0,0,0,0,0,0,1,0,0.9925558312655087,0,0,0,0,0,0,0,0,0.9921052631578947,1,0,0.9929577464788732,0,0,0,-0.4869294099657395
0,0,180,60,50,0,120,1,60,0.5,60,0.5,14,0.5,17,1.5,0.5,1.5,0.5,1.5,622,15,0.4,0.024115755627009645,100.0,91.0,100.0,100.0,1.5,2.5,0,0,1.0,1,0,0.9901960784313726,0,0,0,1,0,0.9891696750902527,0,0,0,0,0,0,1,0,0.9925558312655087,0,0,0,0,0,0,1,0,0.9907834101382489,0,0,0.9946236559139785,0,0,0,-0.18927755529693968
0,0,180,60,50,0,120,1,60,0.5,60,0.5,14,0.5,17,1.5,0.5,1.5,0.5,1.5,599,13,0.38461538461538464,0.021702838063439065,54.54545454545454,55.00000000000001,81.81818181818181,100.0,1.5,2.5,0,1,1.0,0,0,0.9936440677966102,0,0,0,1,0,0.9906890130353817,0,0,0,0,0,0,1,0,0.9937888198757764,0,0,0,0,0,0,0,0,0.9948979591836735,1,0,0.9927360774818402,0,0,0,-0.0871010387671447
0,0,180,50,50,1.5,100,1,50,0,50,0,14,2,20,0,0.5,0.5,0,0.5,800,15,0.26666666666666666,0.01875,96.66666666666667,30.000000000000004,96.48682683617278,96.36693361584354,2.5,3.0,0,1,1.0,0,0,0.9934924078091106,0,0,0,0,1,0.9961464354527938,0,0,0,0,0,0,1,0,0.9962640099626401,0,0,0,0,0,0,0,0,0.9947089947089947,0,1,0.9976470588235294,0,0,0,-0.3452000472782544
0,0,180,70,40,2,140,1,70,0.5,70,0.5,14,0,20,1.5,2,0.5,0.5,0.5,757,9,0.3333333333333333,0.011889035667107,35.714285714285715,14.000000000000002,74.28571428571429,100.0,1.5,2.5,0,1,1.0,1,0,0.9927007299270073,0,0,0,1,0,0.9941860465116279,0,0,0,0,0,0,1,0,0.9962640099626401,0,0,0,0,0,0,0,0,0.997289972899729,1,0,0.9953917050691244,0,0,0,-0.0021286209219795182
0,0,180,50,50,1,100,1,50,0.5,50,0.5,14,0.5,17,1.5,0.5,1.5,0.5,1.5,733,12,0.25,0.01637107776261937,35.714285714285715,14.000000000000002,74.28571428571429,100.0,2,3.0,0,1,1.0,0,0,0.9976133651551312,0,0,0,1,0,0.994413407821229,0,0,0,0,0,0,1,0,0.9962640099626401,0,0,0,0,0,0,1,0,0.9973614775725593,0,0,0.9952830188679245,0,0,0,-0.26687751348974587
