HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,KAMA_PERIOD,KAMA_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,ATR_WEIGHT,RSI_PERIOD,RSI_WEIGHT,MACD_WEIGHT,PLUSDI_WEIGHT,MINUSDI_WEIGHT,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.KAMA'>_CONFLUENT,<class '__main__.KAMA'>_DIVERGENT,<class '__main__.KAMA'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.RSI'>_CONFLUENT,<class '__main__.RSI'>_DIVERGENT,<class '__main__.RSI'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.ADOSC'>_CONFLUENT,<class '__main__.ADOSC'>_DIVERGENT,<class '__main__.ADOSC'>_ACCEPTANCE_RATE,<class '__main__.ADX'>_CONFLUENT,<class '__main__.ADX'>_DIVERGENT,<class '__main__.ADX'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,CLOSED
1,1,190,70,40,0.5,140,1.5,70,0,70,0,14,2,16,0,0.5,0,1,650,19,0.6842105263157895,0.02923076923076923,65.44566544566544,-619.0,79.99463608102062,89.69394983792408,1.5,2.5,0,0,1.0,1,0,0.9820051413881749,0,0,0,1,0,0.9767441860465116,0,0,0,0,0,0,1,0,0.9829619921363041,0,0,0,0,0,0,0,0,0.9857142857142858,1,0,0.9830097087378641,0,0,0,-0.3016242973638015
1,2,195,70,30,0,140,1.5,70,0.5,70,0.5,14,0,16,0,1.5,0.5,0,708,9,0.6666666666666666,0.012711864406779662,60.43956043956044,91.0,84.17582417582418,100.0,1.5,2.0,0,0,1.0,1,0,0.9926650366748166,0,0,0,1,0,0.9940476190476191,0,0,0,0,0,0,1,0,0.9920634920634921,0,0,0,0,0,0,0,0,0.9966329966329966,1,0,0.9934354485776805,0,0,0,0.9881224751636779
1,2,195,70,30,1,140,1.5,70,0.5,70,0.5,14,0,16,2,0.5,0.5,0,648,5,0.8,0.007716049382716049,33.33333333333333,30.000000000000004,65.37633316676677,86.7383330557224,1.5,3.5,1,0,1.0,1,0,0.9935897435897436,0,0,0,1,0,0.9945553539019963,0,0,0,0,0,0,0,1,0.9973404255319149,0,0,0,0,0,0,0,0,1.0,1,0,0.9941291585127201,0,0,0,0.4857222770159666
0.75,0,200,40,30,1,80,1.5,40,0.5,40,0.5,14,1,14,0,0.5,0.5,0,712,39,0.6666666666666666,0.054775280898876406,69.76294146105467,-6001.0,78.73843045515295,84.7220897845518,1.5,2.0,0,0,1.0,1,0,0.94831013916501,0,0,0,1,0,0.9543859649122807,0,0,0,0,0,0,1,0,0.981675392670157,0,0,0,0,0,0,0,0,1.0,1,0,0.9521178637200737,0,0,0,-1.3367632041081947
1.5,2,200,70,50,0.5,140,0.5,70,1,70,1,14,1,16,2,1.5,1,0,740,35,0.6857142857142857,0.0472972972972973,57.40816326530612,-4700.0,77.86998040022756,91.51119182350853,3,4.0,0,0,1.0,1,0,0.956442831215971,0,0,0,1,0,0.9594594594594594,0,0,0,0,0,0,1,0,0.9689922480620154,0,0,0,0,0,0,0,0,1.0,1,0,0.9565217391304348,0,0,0,-0.4997992489984284
1.5,1,200,60,60,0.5,120,1,60,1,60,1,14,0,14,0.5,1.5,1,2,673,58,0.6724137931034483,0.0861812778603269,71.25608568646543,-20340.0,78.11416494114073,82.68621777759094,1.5,2.0,0,0,1.0,1,0,0.9569471624266145,0,0,0,1,0,0.9409780775716695,0,0,0,0,0,0,1,0,0.9505703422053232,0,0,0,0,0,0,1,0,0.9444444444444444,0,0,0.9540918163672655,0,0,0,-0.8111222370361162
1.5,1,200,60,60,0.5,120,1,60,1,60,1,14,0,14,0.5,1.5,1,2,681,58,0.6724137931034483,0.08516886930983847,61.61635832521909,-20340.0,66.03985143479254,68.98884684117483,1.5,2.0,0,0,1.0,0,0,0.9578544061302682,0,0,0,0,0,0.9412751677852349,0,0,0,0,0,0,1,0,0.9505703422053232,0,0,0,0,0,0,0,0,0.9466666666666667,1,0,0.9529652351738241,0,0,0,0.563490929395627
0.75,2,200,60,60,0,120,1.5,60,0,60,0,14,2,16,2,0,0,1.5,703,17,0.7647058823529411,0.02418207681365576,68.00976800976801,-619.0,79.14342056454757,86.56585560106727,3,3.5,1,0,1.0,1,0,0.9841269841269841,0,0,0,1,0,0.9862068965517241,0,0,0,0,0,0,0,1,0.9933774834437086,0,0,0,0,0,0,1,0,0.9930555555555556,0,0,0.9872340425531915,0,0,0,-0.573781925175993
0.75,2,200,60,60,0,120,1.5,60,0,60,0,14,2,16,2,0,0,1.5,704,20,0.75,0.028409090909090908,71.20967741935483,-1040.0,81.00653897363739,87.53778000982574,3,3.5,1,0,1.0,0,0,0.9838709677419355,0,0,0,1,0,0.9828767123287672,0,0,0,0,0,0,0,1,0.9920634920634921,0,0,0,0,0,0,0,0,0.993103448275862,1,0,0.9829787234042553,0,0,0,-0.4338978331723382
1.5,0,200,60,50,0.5,120,2,60,0,60,0,14,0,14,0,1.5,0,2,744,27,0.5925925925925926,0.036290322580645164,66.1096256684492,-1296.0,80.18082552530136,89.56162542986948,1.5,3.0,0,1,1.0,0,0,0.9845814977973568,0,0,0,0,0,0.9845890410958904,0,0,0,0,0,0,1,0,0.97911227154047,0,0,0,0,0,0,0,0,0.9846625766871165,1,0,0.9772209567198178,0,0,0,-0.3587405222474871
1.5,0,200,60,50,0.5,120,2,60,0,60,0,14,0,14,0,1.5,0,2,744,29,0.5862068965517241,0.038978494623655914,55.406162464986,-1585.0000000000002,75.89944024391771,89.5616254298722,1.5,3.0,1,0,1.0,0,0,0.9840182648401826,0,0,0,1,0,0.9825174825174825,0,0,0,0,0,0,1,0,0.9778357235984355,0,0,0,0,0,0,1,0,0.9817073170731707,0,0,0.9771689497716894,0,0,0,0.691363782608974
0.75,0.5,200,50,60,0,100,2,50,0,50,0,14,2,16,0.5,0,0,1.5,647,30,0.7333333333333333,0.04636785162287481,62.7931488801054,-3595.0000000000005,70.58516995939902,75.77985067892811,3,3.5,0,1,1.0,0,0,0.9926829268292683,0,0,0,1,0,0.9769503546099291,0,0,0,0,0,0,1,0,0.9778357235984355,0,0,0,0,0,0,1,0,0.9547872340425532,0,0,0.9949109414758269,0,0,0,-0.4198754253878434
1,0,205,60,30,0.5,120,2,60,0,60,0,14,0,16,1,0,0,0,727,11,1.0,0.015130674002751032,60.079051383399204,-305.99999999999994,75.54169533457784,85.85012463536361,1.5,2.5,0,0,1.0,1,0,0.9808612440191388,0,0,0,1,0,0.9873873873873874,0,0,0,0,0,0,1,0,0.9881422924901185,0,0,0,0,0,0,0,0,0.9918918918918919,1,0,0.9871134020618557,0,0,0,-0.26327505526731443
1,0,190,60,40,0,120,1.5,60,0,60,0,14,0.5,16,0,0.5,0,0,672,33,0.6363636363636364,0.049107142857142856,68.80096647538508,-3111.0,77.80281238573266,83.80404299263104,2.5,3.0,1,0,1.0,0,0,0.9713024282560706,0,0,0,0,0,0.9713261648745519,0,0,0,0,0,0,1,0,0.9727626459143969,0,0,0,0,0,0,0,1,0.9817708333333334,0,0,0.9713541666666666,0,0,0,-0.4324844554156613
1,0,190,60,40,0,120,1.5,60,0,60,0,14,0.5,16,0,0.5,0,0,674,30,0.6666666666666666,0.04451038575667656,59.02439024390244,-2670.0,68.05433533929934,74.07429873623062,2.5,3.0,0,1,1.0,1,0,0.9674418604651163,0,0,0,1,0,0.9726775956284153,0,0,0,0,0,0,1,0,0.974025974025974,0,0,0,0,0,0,1,0,0.9820971867007673,0,0,0.973404255319149,0,0,0,-0.7038790019278451
1.5,2,200,70,60,0,140,1,70,0,70,0,14,1,16,1.5,1,0,0.5,621,10,0.8,0.01610305958132045,60.78431372549019,-4.0000000000000036,74.56862589924225,83.75816734841028,3,3.5,0,0,1.0,1,0,0.9942965779467681,0,0,0,1,0,0.9907578558225508,0,0,0,0,0,0,1,0,0.9894459102902374,0,0,0,0,0,0,0,0,0.9879154078549849,1,0,0.9976415094339622,0,0,0,-0.5456391530584028
0.75,0,205,40,50,0,80,0,40,0.5,40,0.5,14,0.5,16,0,1,0.5,1.5,712,14,0.7142857142857143,0.019662921348314606,67.27272727272727,-185.0,80.28062201517764,88.9525518434779,2,3.0,0,0,1.0,0,0,0.9833679833679834,0,0,0,1,0,0.9814814814814815,0,0,0,0,0,0,1,0,0.9868421052631579,0,0,0,0,0,0,1,0,0.988950276243094,0,0,0.9849246231155779,0,0,0,-0.5734600685364626
1.5,0,190,60,50,0.5,120,1,60,0.5,60,0.5,14,1.5,15,0,0.5,0.5,2,741,40,0.55,0.05398110661268556,66.58761528326745,-3595.0000000000005,76.91882781927953,83.80630284328758,2.5,4.5,1,0,1.0,1,0,0.974,0,0,0,1,0,0.9679144385026738,0,0,0,0,0,0,0,1,0.9765625,0,0,0,0,0,0,1,0,0.9716981132075472,0,0,0.9712643678160919,0,0,0,-0.39651554935029765
1.5,0,190,60,50,0.5,120,1,60,0.5,60,0.5,14,1.5,15,0,0.5,0.5,2,739,42,0.5476190476190477,0.056833558863328824,58.441258094357075,-4124.0,73.66028494371537,83.80630284328757,2.5,4.5,1,0,1.0,0,0,0.9735772357723578,0,0,0,0,0,0.9674502712477396,0,0,0,0,0,0,1,0,0.9752925877763329,0,0,0,0,0,0,0,0,0.9730941704035875,1,0,0.9663608562691132,0,0,0,-0.44973313989153496
0.75,2,190,60,40,1,120,0.5,60,1,60,1,14,1,14,0,1,1,0,750,24,0.75,0.032,75.10668563300142,-1909.0,81.08082875289365,85.06359083282179,1.5,2.0,0,0,1.0,1,0,0.9711934156378601,0,0,0,1,0,0.9703832752613241,0,0,0,0,0,0,1,0,0.9765625,0,0,0,0,0,0,0,0,0.9949874686716792,1,0,0.9566395663956639,0,0,0,0.16739709350743226
