HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,MACD_WEIGHT,PLUSDI_MINUSDI_WEIGHT,SAR_WEIGHT,SAR_ACC,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,CLOSED
0.75,0,200,1.5,40,1,100,1,20,1,14,1,0.5,2,0,497,44,0.6136363636363636,0.08853118712273642,69.56709956709956,-6730.0,82.01084878243562,87.34388416043679,2.5,3.0,0,0,1.0,1,0,0.9387755102040817,1,0,0.9323529411764706,0,0,0,0,0,0.9386792452830188,0,0,0.8863636363636364,0,0,0.9036144578313253,0,0,0.9230769230769231,1,0,0.9487666034155597,0.17180000000001883
0.75,0,200,1.5,40,1,100,1,20,1,14,1,0.5,2,0,496,42,0.6190476190476191,0.0846774193548387,71.87550395097566,-6001.0,83.57384456541126,88.5874191144551,2.5,3.0,1,0,1.0,0,0,0.9401197604790419,0,0,0.9323076923076923,0,0,0,0,0,0.9428571428571428,0,0,0.9166666666666666,0,0,0.8947368421052632,0,0,0.9333333333333333,1,0,0.9505703422053232,-0.3720479999999782
1,1.5,180,1,40,1,90,2,20,2,14,1,0.5,1,0.40585350345578275,573,38,0.5789473684210527,0.06631762652705062,70.32938076416337,-3595.0000000000005,90.80900133383679,99.58598157798252,3,5.0,1,0,1.0,0,0,0.9559585492227979,0,0,0.9532467532467532,0,0,0,1,0,0.9585062240663901,0,0,0.95,0,0,0.9418604651162791,0,0,0.9473684210526315,1,0,0.9646302250803859,0.5994229158400657
1,1.5,180,1,40,1,90,2,20,2,14,1,0.5,1,0.40585350345578275,573,41,0.6097560975609756,0.07155322862129145,48.30769230769231,-5325.0,84.20249479689546,99.58598157798252,3,5.0,0,0,1.0,0,0,0.9551451187335093,1,0,0.9507772020725389,0,0,0,0,0,0.9508196721311475,0,0,0.9473684210526315,1,0,0.9325842696629213,0,0,0.9444444444444444,1,0,0.96,0.6138593376026762
1,1.5,180,1,40,1,90,2,20,2,14,1,0.5,1,0.40585350345578275,564,21,0.7142857142857143,0.03723404255319149,81.12903225806451,-1040.0,93.01046080190405,98.1025016064067,3,5.0,1,0,1.0,0,0,0.9753846153846154,0,0,0.9771428571428571,0,0,0,1,0,0.9737991266375546,0,0,0.9523809523809523,0,0,0.9714285714285714,0,0,1.0,1,0,0.975609756097561,0.867677200000017
1,1.5,180,1,40,1,90,2,20,2,14,1,0.5,1,0.40585350345578275,564,22,0.7272727272727273,0.03900709219858156,82.62032085561498,-1296.0,94.34702108957333,99.37274976126977,3,5.0,0,0,1.0,1,0,0.9723076923076923,1,0,0.9735294117647059,0,0,0,0,0,0.9742489270386266,0,0,0.9558823529411765,1,0,0.9615384615384616,0,0,1.0,1,0,0.974025974025974,-1.9073440681801799
0.75,2,180,0.5,40,0,90,0,20,0,14,1,1.5,1,0.31138516332279587,594,4,1.0,0.006734006734006734,33.33333333333333,30.000000000000004,70.29309919633488,86.13299885190696,1.5,2.0,0,0,1.0,1,0,0.9926829268292683,1,0,0.9922480620155039,0,0,0,1,0,0.9840425531914894,0,0,1.0,0,0,0.9753086419753086,0,0,1.0,1,0,0.9933774834437086,0.5230110688405745
0.75,2,180,0.5,40,0,90,0,20,0,14,1,1.5,1,0.31138516332279587,394,11,0.7272727272727273,0.027918781725888325,46.666666666666664,30.000000000000004,84.0,100.0,1.5,2.0,1,0,1.0,0,0,0.9847908745247148,0,0,0.9791666666666666,0,0,0,0,0,0.951048951048951,0,0,1.0,0,0,0.9777777777777777,0,0,0.9285714285714286,1,0,0.9803921568627451,0.1705641451446951
0.75,1,180,1.5,40,0,90,2,20,2,14,0.5,1,1.5,0.04623611190787885,482,17,0.7647058823529411,0.035269709543568464,68.25396825396825,-619.0,90.40052089782657,99.89190060233727,1.5,2.0,0,0,1.0,0,0,1.0,1,0,0.9717741935483871,0,0,0,0,0,0.9790209790209791,1,0,0.9636363636363636,0,0,0.9827586206896551,0,0,0.9230769230769231,1,0,0.9746588693957114,0.1350301679999859
0.75,1,180,1.5,40,0,90,2,20,2,14,0.5,1,1.5,0.04623611190787885,484,22,0.7272727272727273,0.045454545454545456,82.62032085561498,-1296.0,94.78609625668449,100.0,1.5,2.0,0,0,1.0,0,0,0.9850746268656716,1,0,0.9601593625498008,0,0,0,0,0,0.9668874172185431,0,0,0.95,0,0,0.9818181818181818,0,0,0.9285714285714286,1,0,0.9689922480620154,-0.17094143316691657
