HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,MACD_WEIGHT,PLUSDI_MINUSDI_WEIGHT,SAR_WEIGHT,SAR_ACC,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,CLOSED
0.75,1,180,1.5,60,0,90,1.5,30,1.5,14,0.5,0.5,2,0.059930953967516964,385,36,0.5833333333333334,0.09350649350649351,45.45454545454545,55.00000000000001,78.05617199912862,92.02829766109282,2,4.0,1,0,1.0,1,0,0.9617486338797814,0,0,0.9402390438247012,0,0,0,0,0,0.9609375,0,0,0.9444444444444444,0,0,0.9032258064516129,0,0,0.9285714285714286,1,0,0.9501187648456056,-0.1867659520000018
0.75,0.5,180,0.5,60,1,90,1,30,1,14,1.5,1,2,0.3326471268730999,386,27,0.5925925925925926,0.06994818652849741,64.50534759358288,-1296.0,86.86553387515416,96.44847085297042,3,3.5,1,0,1.0,1,0,0.9741379310344828,0,0,0.9486166007905138,0,0,0,0,0,0.9626865671641791,0,0,0.9090909090909091,0,0,0.9242424242424242,0,0,0.8888888888888888,1,0,0.9615384615384616,0.4929403090538358
1,0.5,180,1,60,2,90,2,30,2,14,0.5,1,1,0.059930953967516964,579,87,0.5057471264367817,0.15025906735751296,66.20689655172414,-815.0,81.7743419362204,88.44610424386164,1.5,3.0,1,0,1.0,1,0,0.9245283018867925,0,0,0.9061728395061729,0,0,0,0,0,0.9423076923076923,0,0,0.9130434782608695,0,0,0.875,0,0,1.0,1,0,0.9316770186335404,0.40000000000006253
0.75,1,180,0.5,40,1,90,0.5,20,0.5,14,1.5,1.5,1.5,0.3578807157739886,558,89,0.48314606741573035,0.15949820788530467,69.82456140350877,-85.00000000000001,90.32154986157215,99.10597348645648,1.5,3.5,0,0,1.0,1,0,0.9486404833836858,1,0,0.934984520123839,0,0,0,0,0,0.9465020576131687,0,0,0.8863636363636364,0,0,0.8899082568807339,0,0,0.8888888888888888,1,0,0.9331259720062208,-0.3430000000000035
0.75,1,180,0.5,40,1,90,0.5,20,0.5,14,1.5,1.5,1.5,0.3578807157739886,560,97,0.4639175257731959,0.1732142857142857,56.372549019607845,-4.0000000000000036,82.19189552481672,93.2573297413348,1.5,3.5,1,0,1.0,0,0,0.949468085106383,0,0,0.9396551724137931,0,0,0,1,0,0.9344262295081968,1,0,0.8863636363636364,0,0,0.9107142857142857,0,0,0.875,1,0,0.9302325581395349,-0.722127534159867
1,0.5,180,0.5,60,0,90,0,30,0,14,0.5,1,1.5,0.08254677288789758,774,96,0.5520833333333334,0.12403100775193798,71.57894736842105,-85.00000000000001,91.47368421052632,100.0,2,3.0,0,0,1.0,1,0,0.9339449541284404,1,0,0.924908424908425,0,0,0,0,0,0.9469026548672567,0,0,0.9803921568627451,1,0,0.9097222222222222,0,0,0.9259259259259259,1,0,0.9378663540445487,0.7073696377606495
1,0.5,180,1.5,50,0,90,2,25,2,14,1.5,0,1,0.10225132976945422,476,34,0.5294117647058824,0.07142857142857142,80.74917022285445,-1909.0,90.52353987606,94.71255544171953,2,2.5,0,0,1.0,0,0,0.9650537634408602,0,0,0.9560439560439561,0,0,0,0,0,0.961352657004831,1,0,0.972972972972973,0,0,0.9493670886075949,0,0,1.0,1,0,0.9652509652509652,1.0539760000000342
1,0.5,180,1.5,50,0,90,2,25,2,14,1.5,0,1,0.10225132976945422,475,19,0.631578947368421,0.04,59.23076923076923,-450.0,81.70899604481531,91.34252182226362,2,2.5,0,1,1.0,1,0,0.9787234042553191,1,0,0.9741379310344828,0,0,0,0,0,0.985,0,0,0.9487179487179487,0,0,0.9857142857142858,0,0,1.0,1,0,0.9765625,0.2687999999999704
0.75,0,180,1,40,0.5,90,0,20,0,14,1.5,0,2,0.2447762921506515,496,30,0.3333333333333333,0.06048387096774194,72.98701298701299,-185.0,90.69028997224709,98.27740868020454,3,4.5,0,1,1.0,0,0,0.9899328859060402,1,0,0.9868421052631579,0,0,0,1,0,0.9702970297029703,0,0,1.0,0,0,0.9672131147540983,0,0,1.0,1,0,0.9803921568627451,-2.031001102080026
0.75,0,180,1,40,0.5,90,0,20,0,14,1.5,0,2,0.2447762921506515,497,29,0.3793103448275862,0.05835010060362173,59.28853754940712,-305.99999999999994,87.78656126482214,100.0,3,4.5,0,0,1.0,1,0,0.9855595667870036,1,0,0.9790940766550522,0,0,0,0,0,0.9782608695652174,0,0,1.0,1,0,0.9642857142857143,0,0,1.0,1,0,0.9784735812133072,1.150256194932041
0.75,0,180,1,40,0.5,90,0,20,0,14,1.5,0,2,0.2447762921506515,497,24,0.4166666666666667,0.0482897384305835,42.33766233766234,-185.0,82.7012987012987,100.0,3,4.5,0,0,1.0,0,0,0.9864406779661017,0,0,0.9779411764705882,0,0,0,1,0,0.9777777777777777,0,0,1.0,0,0,0.9649122807017544,0,0,1.0,1,0,0.9803921568627451,-1.1273719999999514
1.25,0,180,1,30,0.5,90,1.5,15,1.5,14,1,1,1.5,0.35514684568316307,654,37,0.5135135135135135,0.05657492354740061,65.0,60.0,89.5,100.0,2,4.0,0,0,1.0,1,0,0.9669211195928753,1,0,0.9656992084432717,0,0,0,0,0,0.9708029197080292,0,0,1.0,1,0,0.9367088607594937,0,0,0.9375,1,0,0.9735744089012517,-0.4200000000000159
1.25,0.5,180,0,30,0.5,90,0,15,0,14,1.5,2,1.5,0.11867494276882967,485,36,0.8055555555555556,0.07422680412371134,78.81940385739334,-8355.0,92.51340639321839,98.38226462285769,2.5,4.0,1,0,1.0,0,1,0.9690721649484536,0,0,0.9393939393939394,0,0,0,1,0,0.9303482587064676,0,0,0.8983050847457628,1,0,0.8653846153846154,0,0,1.0,1,0,0.945179584120983,0.43055306256863446
1.25,0.5,180,0,30,0.5,90,0,15,0,14,1.5,2,1.5,0.11867494276882967,480,37,0.7837837837837838,0.07708333333333334,76.86732904734073,-8355.0,92.68059939489092,99.4577152581267,2.5,4.0,1,0,1.0,0,0,0.9706840390879479,0,0,0.9442379182156134,0,0,0,1,0,0.927536231884058,1,0,0.8888888888888888,0,0,0.8723404255319149,0,0,1.0,1,0,0.945179584120983,0.34890000000001464
1.25,0.5,180,0,30,0.5,90,0,15,0,14,1.5,2,1.5,0.11867494276882967,480,39,0.7948717948717948,0.08125,80.86597542242704,-10216.0,94.12576879043499,99.80853737672413,2.5,4.0,0,0,1.0,0,0,0.9671052631578947,0,0,0.943609022556391,0,0,0,1,0,0.9248826291079812,0,0,0.8636363636363636,1,0,0.8571428571428571,1,0,0.9375,1,0,0.9416195856873822,-0.9678899840000383
1.25,0.5,180,0,30,0.5,90,0,15,0,14,1.5,2,1.5,0.11867494276882967,480,39,0.8205128205128205,0.08125,62.22902097902098,-11240.0,82.21602884171855,90.78188935430325,2.5,4.0,1,0,1.0,0,0,0.9724137931034482,0,0,0.9461538461538461,0,0,0,1,0,0.9285714285714286,0,0,0.8636363636363636,0,0,0.8723404255319149,0,0,0.9375,1,0,0.9398496240601504,0.7440440000000166
1.25,1.5,180,1,50,0,90,1.5,25,1.5,14,1,0.5,2,0.4792696159268991,688,42,0.8809523809523809,0.061046511627906974,77.84615384615384,-450.0,93.35384615384615,100.0,1.5,3.5,1,0,1.0,1,0,0.9552572706935123,0,0,0.9466357308584686,0,0,0,0,0,0.9501779359430605,0,0,0.9240506329113924,0,0,0.9305555555555556,0,0,0.9583333333333334,1,0,0.9497964721845319,-0.2701687999999933
1.25,1.5,180,0,60,0.5,90,1.5,30,1.5,14,1,0.5,2,0.4792696159268991,371,12,0.9166666666666666,0.03234501347708895,55.33596837944664,-305.99999999999994,85.73677503252607,98.76569216956011,2,3.0,0,0,1.0,0,0,0.9693486590038314,1,0,0.9681274900398407,0,0,0,0,0,0.9704142011834319,0,0,0.9696969696969697,1,0,0.9473684210526315,0,0,0.9166666666666666,1,0,0.9732360097323601,0.3761214382080169
1,1.5,180,2,50,0.5,90,1.5,25,1.5,14,1,0.5,2,0.09684258548127622,377,22,0.7272727272727273,0.058355437665782495,71.12299465240642,-1296.0,80.46740559679235,84.47215314438631,2,3.0,0,0,1.0,1,0,0.9586466165413534,1,0,0.9538461538461539,0,0,0,0,0,0.9534883720930233,0,0,0.967741935483871,0,0,0.967741935483871,0,0,0.8571428571428571,1,0,0.9615384615384616,-0.39971596800002374
1,1,180,2,50,1,90,1.5,25,1.5,14,1,0.5,2,0.48704716269962883,380,27,0.8148148148148148,0.07105263157894737,74.17654808959156,-3595.0000000000005,83.61594759278246,87.6614045227214,2.5,3.0,1,0,1.0,0,0,0.9381443298969072,0,0,0.9431818181818182,0,0,0,0,0,0.9386503067484663,0,0,0.9375,1,0,0.9264705882352942,0,0,0.8571428571428571,1,0,0.9478672985781991,-0.8663436400000109
0.75,0,180,0,30,2,90,0.5,15,0.5,14,1.5,0.5,1.5,0.15973552723793455,395,40,0.55,0.10126582278481013,74.30830039525692,-305.99999999999994,88.9445147256537,95.21717801010948,1.5,3.5,0,0,1.0,0,0,0.9663865546218487,0,0,0.9513274336283186,0,0,0,1,0,0.9545454545454546,0,0,0.9285714285714286,1,0,0.9393939393939394,0,0,0.9444444444444444,1,0,0.9478672985781991,1.042479071999992
0.75,0,180,0,30,2,90,0.5,15,0.5,14,1.5,0.5,1.5,0.15973552723793455,394,35,0.6,0.08883248730964467,46.666666666666664,30.000000000000004,84.0,100.0,1.5,3.5,0,1,1.0,1,0,0.9676113360323887,0,0,0.9553571428571429,0,0,0,0,0,0.968944099378882,0,0,0.9310344827586207,0,0,0.95,0,0,0.9411764705882353,1,0,0.9501187648456056,0.47489400000002036
0.75,0,180,0,30,2,90,0.5,15,0.5,14,1.5,0.5,1.5,0.15973552723793455,389,30,0.6,0.07712082262210797,54.54545454545454,55.00000000000001,86.36363636363636,100.0,1.5,3.5,0,1,1.0,1,0,0.9519650655021834,1,0,0.9359605911330049,0,0,0,1,0,0.9556962025316456,0,0,0.8809523809523809,0,0,0.94,0,0,0.8947368421052632,1,0,0.9569377990430622,-0.851270000000028
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,784,50,0.74,0.06377551020408163,77.4850640113798,-17375.0,84.64932032798815,87.71971589224887,1.5,3.5,0,0,1.0,0,0,0.9761904761904762,0,0,0.9624413145539906,0,0,0,0,0,0.9357798165137615,0,0,0.9365079365079365,0,0,0.9098360655737705,0,0,0.9459459459459459,1,0,0.955794504181601,0.4994999999999976
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,784,51,0.7450980392156863,0.06505102040816327,71.60208212839791,-18819.0,82.88442576309359,87.71971589224887,1.5,3.5,0,0,1.0,0,0,0.9761904761904762,0,0,0.9627906976744186,0,0,0,1,0,0.9337349397590361,0,0,0.9354838709677419,1,0,0.9008264462809917,0,0,0.9459459459459459,1,0,0.954653937947494,0.6724600000000152
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,783,47,0.7446808510638298,0.06002554278416347,86.4319248826291,-14710.0,90.5308177944944,92.28748618529382,1.5,3.5,0,0,1.0,0,0,0.977924944812362,0,0,0.9671361502347418,0,0,0,0,0,0.9376947040498442,1,0,0.9518072289156626,0,0,0.8910891089108911,0,0,0.9696969696969697,1,0,0.9580838323353293,0.40226489558523326
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,783,47,0.7446808510638298,0.06002554278416347,86.94164989939638,-14710.0,91.06607254145587,92.83368224519565,1.5,3.5,0,0,1.0,0,0,0.977728285077951,0,0,0.9664268585131894,0,0,0,1,0,0.9341692789968652,0,0,0.9529411764705882,1,0,0.8846153846153846,0,0,0.9705882352941176,1,0,0.9580838323353293,0.18467258080912075
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,783,45,0.7777777777777778,0.05747126436781609,87.39771965124078,-14710.0,91.46763635035265,93.21188636425775,1.5,3.5,1,0,1.0,0,0,0.9794520547945206,1,0,0.9660194174757282,0,0,0,1,0,0.934984520123839,1,0,0.9418604651162791,0,0,0.88,0,0,0.9696969696969697,1,0,0.9580838323353293,0.40865459556685835
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,783,46,0.782608695652174,0.05874840357598978,80.40849068246328,-16006.0,89.37086765971941,93.21188636425775,1.5,3.5,1,0,1.0,0,0,0.9792147806004619,0,0,0.9656862745098039,0,0,0,1,0,0.9320987654320988,0,0,0.9418604651162791,0,0,0.8787878787878788,0,0,0.96875,1,0,0.9569377990430622,0.48414540000001693
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,785,40,0.8,0.050955414012738856,87.55244755244756,-11240.0,92.27514326365386,94.29915571131369,1.5,3.5,0,0,1.0,1,0,0.9760191846522782,1,0,0.9655172413793104,0,0,0,0,0,0.937125748502994,1,0,0.9534883720930233,0,0,0.8888888888888888,0,0,0.9714285714285714,1,0,0.9615384615384616,0.6104638178687196
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,783,41,0.8048780487804879,0.05236270753512133,88.11557187325405,-12329.0,92.69272778707912,94.6543660358613,1.5,3.5,0,0,1.0,1,0,0.9741176470588235,1,0,0.9637681159420289,0,0,0,1,0,0.9341317365269461,0,0,0.9534883720930233,1,0,0.8775510204081632,0,0,0.9743589743589743,1,0,0.9603841536614646,0.35042566438549727
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,783,44,0.7954545454545454,0.0561941251596424,89.10127431254192,-14710.0,93.53188110984118,95.43071259439799,1.5,3.5,0,0,1.0,0,0,0.9730337078651685,0,0,0.9626168224299065,0,0,0,0,0,0.9335347432024169,1,0,0.9431818181818182,0,0,0.88,0,0,0.972972972972973,1,0,0.9580838323353293,0.8701959999999787
0.75,1.5,180,0,30,0,90,1,15,1,14,1.5,1.5,2,0.15973552723793455,783,46,0.782608695652174,0.05874840357598978,81.97581142786622,-16006.0,91.39424224443846,95.43071259439799,1.5,3.5,0,0,1.0,1,0,0.9708520179372198,1,0,0.960093896713615,0,0,0,0,0,0.9331306990881459,0,0,0.9431818181818182,1,0,0.8712871287128713,0,0,0.972972972972973,1,0,0.9569377990430622,1.2084400000000102
