HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,MACD_WEIGHT,PLUSDI_MINUSDI_WEIGHT,SAR_WEIGHT,SAR_ACC,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,CLOSED
1,1,200,1,40,1,100,1,20,1,14,1,1,1,0,420,32,0.59375,0.0761904761904762,64.21052631578948,-2270.0,79.8766275929325,86.59067099742236,1.5,2,1,0,1.0,1,0,0.9572368421052632,1,0,0.9513888888888888,0,0,0,0,0,0.9869281045751634,0,0,0.9130434782608695,0,0,0.9622641509433962,0,0,1.0,1,0,0.9633911368015414,65.00224502595665
0.75,1.5,180,0,40,1,90,0.5,20,0.5,14,1.5,0.5,2,0.2726602790835283,392,51,0.7058823529411765,0.13010204081632654,65.0,60.0,89.5,100.0,1.5,2,0,0,1.0,1,0,0.9322033898305084,1,0,0.9214285714285714,0,0,0,0,0,0.9354838709677419,0,0,0.8709677419354839,0,0,0.96,0,0,0.9411764705882353,1,0,0.9174311926605505,-23.151069200002894
0.75,1.5,180,0,40,1,90,0.5,20,0.5,14,1.5,0.5,2,0.2726602790835283,393,52,0.7115384615384616,0.13231552162849872,44.6078431372549,-4.0000000000000036,73.8590835764663,86.39532947898549,1.5,2,1,0,1.0,0,0,0.9333333333333333,0,0,0.9217081850533808,0,0,0,0,0,0.9375,0,0,0.8787878787878788,0,0,0.9583333333333334,0,0,0.9411764705882353,1,0,0.9153318077803204,-7.943967999999586
1.25,0.5,180,0.5,40,0.5,90,1,20,1,14,1,0.5,2,0,487,82,0.5609756097560976,0.16837782340862423,59.07692307692308,-450.0,72.340531697724,78.02493539235299,2.5,3.0,1,0,1.0,1,0,0.9221902017291066,1,0,0.8953488372093024,0,0,0,0,0,0.9673202614379085,0,0,0.9090909090909091,1,0,0.9264705882352942,0,0,0.9523809523809523,1,0,0.9157509157509157,69.30019205370081
1.25,1.5,180,0,40,1,90,0,20,0,14,1.5,0.5,1.5,0.2726602790835283,365,44,0.5909090909090909,0.12054794520547946,68.62745098039215,-4.0000000000000036,90.58823529411765,100.0,1.5,2,1,0,1.0,0,0,0.956,0,0,0.9416666666666667,0,0,0,0,0,0.9280575539568345,0,1,0.875,0,0,0.9180327868852459,0,0,1.0,1,0,0.9389671361502347,14.955999999996493
1.25,1.5,180,0,40,1,90,0,20,0,14,1.5,0.5,1.5,0.2726602790835283,363,45,0.5555555555555556,0.12396694214876033,72.72727272727273,-185.0,90.4511077898183,98.04703710233781,1.5,2,1,0,1.0,0,0,0.9566929133858267,0,0,0.94140625,0,0,0,1,0,0.9324324324324325,0,0,0.896551724137931,0,0,0.9166666666666666,0,0,1.0,1,0,0.9411764705882353,111.27200000000266
1.25,0.5,180,2,40,1.5,90,1,20,1,14,0.5,1.5,1.5,0,670,115,0.05217391304347826,0.17164179104477612,100.0,91.0,100.0,100.0,2,3.0,0,0,1.0,1,0,0.985781990521327,0,0,0.9858490566037735,0,0,0,0,0,0.9921568627450981,1,0,1.0,0,0,0.9578947368421052,1,0,1.0,1,0,0.9915014164305949,0
1.25,0.5,180,2,40,1.5,90,1,20,1,14,0.5,1.5,1.5,0,668,104,0.028846153846153848,0.15568862275449102,100.0,14.000000000000002,100.0,100.0,2,3.0,0,0,1.0,1,0,0.992462311557789,1,0,0.9925187032418953,0,0,0,0,0,0.9959677419354839,1,0,0.987012987012987,0,0,0.9753086419753086,0,0,1.0,1,0,0.9957325746799431,0
1.25,0.5,180,2,40,1.5,90,1,20,1,14,0.5,1.5,1.5,0,665,106,0.009433962264150943,0.1593984962406015,100.0,1.0000000000000009,100.0,100.0,2,3.0,1,0,1.0,1,0,0.9972677595628415,1,0,0.9974424552429667,0,0,0,0,0,1.0,0,0,0.9882352941176471,1,0,1.0,0,0,1.0,1,0,0.9985734664764622,0
1,1,180,0,60,2,90,0,30,0,14,1.5,2,1,0.15050176136634358,534,47,0.0425531914893617,0.08801498127340825,100.0,5.000000000000004,100.0,100.0,1.5,2.5,1,0,1.0,1,0,0.9975845410628019,1,0,0.9975247524752475,0,0,0,1,0,0.9910313901345291,0,0,0.9787234042553191,1,0,1.0,0,0,1.0,0,1,0.9966777408637874,0
