HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,MACD_WEIGHT,PLUSDI_MINUSDI_WEIGHT,SAR_WEIGHT,SAR_ACC,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,CLOSED
1,0,180,0,30,0,90,2,15,2,14,1,2,1.5,0.2889974139813651,400,66,0.12121212121212122,0.165,100.0,5.000000000000004,100.0,100.0,1.5,3.5,0,0,1.0,1,0,0.984313725490196,1,0,0.9783393501805054,0,0,0,0,0,0.9861111111111112,1,0,1.0,0,0,0.972972972972973,0,0,0.9444444444444444,1,0,0.9803921568627451,0
1,0,180,0.5,30,1,90,2,15,2,14,1,2,1.5,0.2889974139813651,379,72,0.09722222222222222,0.18997361477572558,54.54545454545454,55.00000000000001,86.36363636363636,100.0,1.5,3.5,1,0,1.0,0,0,0.9836065573770492,0,0,0.9755102040816327,0,0,0,1,0,0.9856115107913669,1,0,0.9629629629629629,0,0,0.9791666666666666,0,0,0.9444444444444444,1,0,0.9828009828009828,-66.89501810198635
1,0.5,180,0,60,1.5,90,2,30,2,14,1,2,1,0.3862116057025542,474,50,0.22,0.10548523206751055,35.714285714285715,14.000000000000002,80.71428571428571,100.0,2.5,4.0,0,0,1.0,1,0,0.9753086419753086,1,0,0.9773462783171522,0,0,0,0,1,0.9770114942528736,0,0,0.9272727272727272,1,0,0.975609756097561,0,0,0.9523809523809523,1,0,0.9784735812133072,61.571861564632854
1,0.5,180,0,60,1.5,90,2,30,2,14,1,2,1,0.3862116057025542,471,51,0.2549019607843137,0.10828025477707007,46.666666666666664,30.000000000000004,84.0,100.0,2.5,4.0,0,0,1.0,0,0,0.972809667673716,1,0,0.9709677419354839,0,0,0,0,0,0.9732620320855615,0,0,0.9344262295081968,0,0,0.9473684210526315,0,0,0.9473684210526315,1,0,0.9746588693957114,-50.40225577585261
0.75,0,180,0.5,60,0,90,2,30,2,14,1,1.5,1.5,0.0655183013738801,765,82,0.07317073170731707,0.10718954248366012,92.72727272727272,55.00000000000001,94.80979863488025,95.70230973814061,1.5,2.5,0,0,1.0,1,0,0.9908424908424909,1,0,0.9901768172888016,0,0,0,1,0,0.9895470383275261,0,0,0.9864864864864865,0,0,0.9767441860465116,0,0,1.0,1,0,0.9925558312655087,0
0.75,0,180,0.5,60,0,90,2,30,2,14,1,1.5,1.5,0.0655183013738801,759,62,0.06451612903225806,0.08168642951251646,100.0,30.000000000000004,100.0,100.0,1.5,2.5,0,0,1.0,1,0,0.9940119760479041,1,0,0.9937888198757764,0,0,0,0,1,0.9964028776978417,0,0,0.9764705882352941,1,0,1.0,0,0,0.9655172413793104,1,0,0.9950248756218906,0
1,0,180,0,60,0,90,1.5,30,1.5,14,1.5,1,2,0.06576605783290213,497,52,0.057692307692307696,0.10462776659959759,92.85714285714286,14.000000000000002,94.68140862826826,95.46323681589344,2.5,4.5,0,1,1.0,1,0,0.9966555183946488,1,0,0.9900662251655629,0,0,0,0,0,0.987012987012987,0,0,0.9444444444444444,0,0,1.0,0,0,0.9411764705882353,1,0,0.9940357852882704,0
1,0,180,0,60,0,90,1.5,30,1.5,14,1.5,1,2,0.06576605783290213,500,55,0.01818181818181818,0.11,100.0,1.0000000000000009,100.0,100.0,2.5,4.5,0,1,1.0,0,0,0.9968354430379747,1,0,0.9967532467532467,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.998003992015968,0
0.75,0,180,0,30,1,90,0,15,0,14,1,1.5,1.5,0.1007873823068905,681,67,0.04477611940298507,0.09838472834067548,100.0,5.000000000000004,100.0,100.0,2.5,4.5,0,0,1.0,0,0,0.9941520467836257,1,0,0.9948186528497409,0,0,0,1,0,0.9912280701754386,0,0,0.9701492537313433,0,0,1.0,0,0,0.9615384615384616,1,0,0.9957325746799431,0
0.75,0,180,0,30,1,90,0,15,0,14,1,1.5,1.5,0.1007873823068905,683,69,0.057971014492753624,0.10102489019033675,46.666666666666664,30.000000000000004,84.0,100.0,2.5,4.5,1,0,1.0,0,0,0.9916201117318436,0,0,0.9923469387755102,0,0,0,1,0,0.9899497487437185,1,0,0.9661016949152542,0,0,1.0,0,0,0.95,1,0,0.9943181818181818,-4.881305771481493
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,792,138,0.021739130434782608,0.17424242424242425,92.85714285714286,14.000000000000002,94.86343956273178,95.72328100798418,2,4.0,0,0,1.0,0,0,0.9974424552429667,0,0,0.9932126696832579,0,0,0,0,0,0.9873949579831933,0,0,0.9857142857142858,0,0,1.0,0,0,1.0,1,0,0.9962640099626401,0
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,789,131,0.015267175572519083,0.16603295310519645,100.0,5.000000000000004,100.0,100.0,2,4.0,1,0,1.0,0,0,0.9974226804123711,1,0,0.9954128440366973,0,0,0,0,0,0.9914163090128756,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,0
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,789,136,0.014705882352941176,0.17237008871989862,100.0,5.000000000000004,100.0,100.0,2,4.0,0,0,1.0,1,0,0.9974619289340102,1,0,0.9954233409610984,0,0,0,1,0,0.9915966386554622,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,0
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,787,139,0.014388489208633094,0.17662007623888182,100.0,5.000000000000004,100.0,100.0,2,4.0,1,0,1.0,0,0,0.9975124378109452,0,0,0.9953161592505855,0,0,0,0,0,0.9917695473251029,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,0
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,787,136,0.014705882352941176,0.17280813214739518,100.0,5.000000000000004,100.0,100.0,2,4.0,0,0,1.0,1,0,0.9975961538461539,1,0,0.9955555555555555,0,0,0,0,0,0.9916317991631799,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,0
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,787,139,0.014388489208633094,0.17662007623888182,100.0,5.000000000000004,100.0,100.0,2,4.0,1,0,1.0,0,0,0.9976415094339622,0,0,0.995575221238938,0,0,0,0,0,0.9912663755458515,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,0
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,788,137,0.014598540145985401,0.17385786802030456,100.0,5.000000000000004,100.0,100.0,2,4.0,0,0,1.0,0,0,0.9975308641975309,1,0,0.9953596287703016,0,0,0,0,0,0.9915611814345991,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,0
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,788,140,0.02142857142857143,0.17766497461928935,35.714285714285715,14.000000000000002,80.71428571428571,100.0,2,4.0,1,0,1.0,0,1,0.9975308641975309,0,0,0.9953051643192489,0,0,0,1,0,0.9872881355932204,0,0,1.0,1,0,0.9906542056074766,0,0,1.0,1,0,0.9962640099626401,86.10479196378583
1,1,180,0,30,0,90,0,15,0,14,1.5,1.5,2,0.06576605783290213,787,137,0.021897810218978103,0.17407878017789072,7.142857142857142,14.000000000000002,72.14285714285714,100.0,2,4.0,0,0,1.0,1,0,1.0,1,0,0.9975669099756691,0,0,0,0,0,0.9871794871794872,0,0,1.0,0,0,0.9801980198019802,0,0,1.0,1,0,0.9962640099626401,0
1,0,180,1.5,60,1.5,90,2,30,2,14,1,0.5,2,0.34878591812286636,782,70,0.07142857142857142,0.08951406649616368,52.72727272727272,55.00000000000001,84.10987701116402,97.55956456140315,2.5,4.0,0,0,1.0,1,0,0.9956140350877193,1,0,0.9895615866388309,0,0,0,1,0,0.9912280701754386,0,0,1.0,0,0,0.9896907216494846,0,0,1.0,1,0,0.9937888198757764,-55.37609999999404
1,1,180,1,60,0.5,90,0,30,0,14,0.5,1.5,2,0.06576605783290213,751,102,0.0196078431372549,0.13581890812250333,80.0,5.000000000000004,89.89065237528905,94.12950339327007,2,4.0,1,0,1.0,0,0,1.0,0,0,0.9978858350951374,0,0,0,1,0,0.9914163090128756,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,0
1,1,180,1,60,0.5,90,0,30,0,14,0.5,1.5,2,0.06576605783290213,753,94,0.010638297872340425,0.1248339973439575,100.0,1.0000000000000009,100.0,100.0,2,4.0,0,1,1.0,1,0,1.0,1,0,0.9978947368421053,0,0,0,0,0,0.9959514170040485,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9987515605493134,0
1,1,180,1,60,0.5,90,0,30,0,14,0.5,1.5,2,0.06576605783290213,755,97,0.020618556701030927,0.12847682119205298,20.0,5.000000000000004,76.0,100.0,2,4.0,1,0,1.0,1,0,0.997867803837953,1,0,0.995850622406639,0,0,0,1,0,0.9917695473251029,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,-42.13787468800547
0.75,0,180,0,30,0,90,2,15,2,14,1,0,2,0.3637626722255069,571,88,0.022727272727272728,0.15411558669001751,100.0,5.000000000000004,100.0,100.0,1.5,3.5,0,0,1.0,0,0,1.0,1,0,0.9961240310077519,0,0,0,0,0,0.9936708860759493,0,0,1.0,0,0,0.9864864864864865,0,0,1.0,1,0,0.9966777408637874,0
0.75,0,180,0,30,0,90,2,15,2,14,1,0,2,0.3637626722255069,570,90,0.022222222222222223,0.15789473684210525,100.0,5.000000000000004,100.0,100.0,1.5,3.5,0,1,1.0,1,0,1.0,1,0,0.9962406015037594,0,0,0,0,0,0.9937888198757764,0,0,1.0,0,0,0.9866666666666667,0,0,1.0,1,0,0.9966777408637874,0
0.75,0,180,0,30,0.5,90,2,15,2,14,0.5,0,2,0.3637626722255069,770,148,0.02702702702702703,0.19220779220779222,83.33333333333334,30.000000000000004,89.90963047410767,92.72804353443952,1.5,3.5,0,0,1.0,1,0,0.9970149253731343,1,0,0.9946091644204852,0,0,0,1,0,0.9871244635193133,0,0,1.0,0,0,0.9900990099009901,0,0,1.0,1,0,0.9950248756218906,0
0.75,0,180,0,30,0.5,90,2,15,2,14,0.5,0,2,0.3637626722255069,770,147,0.027210884353741496,0.19090909090909092,43.333333333333336,30.000000000000004,81.45890029445901,97.7984289920843,1.5,3.5,0,0,1.0,1,0,0.9970414201183432,1,0,0.9944598337950139,0,0,0,0,0,0.9911111111111112,0,0,1.0,0,0,0.9895833333333334,0,0,1.0,1,0,0.9950248756218906,-19.281744655359944
1,0.5,180,1,40,0,90,0,20,0,14,1.5,2,1,0.3872740175002369,642,57,0.05263157894736842,0.08878504672897196,80.0,5.000000000000004,85.20080498716443,87.42972141023489,2,4.0,0,0,1.0,1,0,0.9967532467532467,1,0,0.9941860465116279,0,0,0,1,0,0.9857142857142858,0,0,0.9859154929577465,0,0,0.9875,0,0,1.0,1,0,0.9957325746799431,0
0.75,0,180,0,40,0.5,90,0,20,0,14,0.5,0,2,0.3637626722255069,800,121,0.01652892561983471,0.15125,20.0,5.000000000000004,76.0,100.0,1.5,3.5,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1,0,0.9918032786885246,1,0,0.9878048780487805,0,0,1.0,0,0,1.0,1,0,0.9975062344139651,-51.55604642094295
1,0.5,180,1,40,0,90,0,20,0,14,1.5,2,1,0.3872740175002369,381,37,0.08108108108108109,0.09711286089238845,100.0,1.0000000000000009,100.0,100.0,2,4.0,0,0,1.0,0,0,0.9884393063583815,1,0,0.9908256880733946,0,0,0,1,0,0.9798657718120806,0,0,0.9795918367346939,1,0,1.0,0,0,1.0,1,0,0.9925558312655087,0
0.75,2,180,0,40,0,90,0,20,0,14,0.5,0,1,0.31164920196591894,400,51,0.11764705882352941,0.1275,52.72727272727272,55.00000000000001,83.67131581286515,96.93304856383334,2,2.5,1,0,1.0,0,1,1.0,0,1,1.0,0,0,0,0,0,0.9797297297297297,0,0,0.9787234042553191,0,0,1.0,0,0,1.0,1,0,0.9852216748768473,20.96858915700068
0.75,2,180,0,40,0,90,0,20,0,14,0.5,0,1,0.31164920196591894,400,47,0.1276595744680851,0.1175,100.0,30.000000000000004,100.0,100.0,2,2.5,0,0,1.0,1,0,1.0,1,0,1.0,0,0,0,1,0,0.9859154929577465,0,0,0.9795918367346939,0,0,1.0,0,0,1.0,1,0,0.9852216748768473,0
0.75,2,180,0,40,0,90,0,20,0,14,0.5,0,1,0.31164920196591894,400,58,0.15517241379310345,0.145,100.0,91.0,100.0,100.0,2,2.5,0,0,1.0,0,0,0.9873949579831933,0,0,0.992,0,0,0,1,0,0.9745222929936306,0,0,0.9615384615384616,1,0,1.0,0,0,1.0,1,0,0.9779951100244498,0
0.75,2,180,0,40,0,90,0,20,0,14,0.5,0,1,0.31164920196591894,400,58,0.1724137931034483,0.145,65.0,60.0,89.5,100.0,2,2.5,1,0,1.0,1,0,0.981651376146789,0,0,0.9914163090128756,0,0,0,1,0,0.9685534591194969,0,0,0.9555555555555556,0,0,1.0,0,0,1.0,1,0,0.975609756097561,53.630272398226225
1.25,2,180,1.5,40,0,90,0,20,0,14,1,1.5,1,0.4938487875279637,693,60,0.03333333333333333,0.08658008658008658,80.0,5.000000000000004,80.1105227362596,80.157889623228,1.5,3.0,1,0,1.0,0,1,0.9947089947089947,0,0,0.9975308641975309,0,0,0,1,0,0.9961389961389961,0,0,0.9864864864864865,0,0,1.0,0,0,1.0,1,0,0.9971509971509972,0
1.25,2,180,1.5,40,0,90,0,20,0,14,1,1.5,1,0.4938487875279637,692,60,0.03333333333333333,0.08670520231213873,80.0,5.000000000000004,80.1105227362596,80.157889623228,1.5,3.0,0,0,1.0,1,0,0.9949367088607595,0,0,0.9975728155339806,0,0,0,0,0,0.9961832061068703,0,0,0.9864864864864865,0,0,1.0,0,0,1.0,1,0,0.9971509971509972,0
1.25,2,180,1.5,40,0,90,0,20,0,14,1,1.5,1,0.4938487875279637,692,64,0.03125,0.09248554913294797,80.0,5.000000000000004,80.1105227362596,80.157889623228,1.5,3.0,1,0,1.0,0,0,0.9951456310679612,0,1,0.9975186104218362,0,0,0,0,0,0.9961538461538462,0,0,0.9861111111111112,0,0,1.0,0,0,1.0,0,1,0.9971509971509972,0
0.75,1.5,180,1.5,30,1.5,90,1.5,15,1.5,14,1,1,1,0.2814667628105633,591,50,0.04,0.08460236886632826,80.0,5.000000000000004,80.12111410939194,80.1730201562742,2.5,4.0,0,0,1.0,0,0,0.994475138121547,1,0,0.9966666666666667,0,0,0,1,0,0.9956896551724138,0,0,0.9833333333333333,0,0,1.0,0,0,1.0,1,0,0.9966777408637874,0
0.75,2,180,1.5,30,1.5,90,1.5,15,1.5,14,1,1,1,0.2814667628105633,579,49,0.04081632653061224,0.0846286701208981,80.0,5.000000000000004,81.64453574588543,82.34933677983634,1.5,3.5,0,0,1.0,0,0,0.9943181818181818,1,0,0.9967532467532467,0,0,0,1,0,0.9957805907172996,0,0,0.9833333333333333,1,0,1.0,0,0,1.0,1,0,0.9966777408637874,0
0.75,2,180,1.5,30,1.5,90,1.5,15,1.5,14,1,1,1,0.2814667628105633,581,50,0.02,0.08605851979345955,100.0,1.0000000000000009,100.0,100.0,1.5,3.5,0,0,1.0,1,0,0.9969230769230769,1,0,1.0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1,0,0.9983361064891847,0
0.75,1.5,180,0,30,0,90,2,15,2,14,1.5,0.5,1,0.4990599609046218,778,109,0.6055045871559633,0.14010282776349614,66.17647058823529,-1296.0,76.46051427507886,80.86796156944041,2.5,3.0,1,0,1.0,0,1,0.9432048681541582,0,0,0.9168490153172867,0,0,0,0,0,0.9107142857142857,0,0,0.8602150537634409,0,0,0.8690476190476191,0,0,0.9583333333333334,1,0,0.9237875288683602,63.68848839303064
0.75,1.5,180,0,30,0,90,2,15,2,14,1.5,0.5,1,0.4990599609046218,774,115,0.6,0.14857881136950904,73.72994652406418,-1296.0,85.91286387401843,91.13411416685595,2.5,3.0,1,0,1.0,0,0,0.9415730337078652,0,0,0.9177777777777778,0,0,0,1,0,0.9093567251461988,0,0,0.881578947368421,0,0,0.8823529411764706,0,0,1.0,1,0,0.9205983889528193,36.13641575967631
0.75,1.5,180,0,30,0,90,2,15,2,14,1.5,0.5,1,0.4990599609046218,776,115,0.591304347826087,0.1481958762886598,76.07843137254902,-1585.0000000000002,87.3943944987844,92.24409298145669,2.5,3.0,1,0,1.0,0,0,0.9456264775413712,0,0,0.9227272727272727,0,0,0,1,0,0.9096209912536443,0,0,0.8734177215189873,0,0,0.8823529411764706,0,0,1.0,1,0,0.9216589861751152,-50.943340894111316
0.75,1.5,180,0,30,0,90,2,15,2,14,1.5,0.5,1,0.4990599609046218,778,111,0.6036036036036037,0.14267352185089974,63.305322128851536,-1585.0000000000002,73.1660067893249,77.39201450095634,2.5,3.0,0,0,1.0,0,0,0.9437939110070258,1,0,0.9196428571428571,0,0,0,0,0,0.9090909090909091,0,0,0.896551724137931,0,0,0.8762886597938144,0,0,1.0,1,0,0.922722029988466,50.00283007874532
0.75,1.5,180,0,30,0,90,2,15,2,14,1.5,0.5,1,0.4990599609046218,777,111,0.5945945945945946,0.14285714285714285,66.44257703081232,-1585.0000000000002,76.33932391600155,80.58078686679694,2.5,3.0,1,0,1.0,0,1,0.9410430839002267,0,0,0.9215686274509803,0,0,0,1,0,0.9126506024096386,0,0,0.9080459770114943,0,0,0.9010989010989011,0,0,1.0,1,0,0.9237875288683602,-4.5969152170437155
1.25,2,180,0.5,40,0.5,90,2,20,2,14,0.5,1.5,2,0.11401835895236939,386,37,0.5945945945945946,0.09585492227979274,52.72727272727272,55.00000000000001,84.73326237677924,98.45011508371061,2.5,4.5,0,0,1.0,1,0,0.9557522123893806,1,0,0.9380165289256198,0,0,0,1,0,0.9473684210526315,0,0,0.9574468085106383,0,0,0.9347826086956522,0,0,0.9090909090909091,1,0,0.9478672985781991,158.79999999999745
1,1.5,180,0.5,30,2,90,1.5,15,1.5,14,1.5,1.5,1,0.05848932995384809,638,140,0.21428571428571427,0.219435736677116,93.13725490196079,-4.0000000000000036,92.76584571732204,92.60667035247685,2.5,3.0,1,0,1.0,0,0,0.96,0,0,0.9512820512820512,0,0,0,1,0,0.9630872483221476,0,0,0.9875,0,0,0.948051948051948,0,0,0.88,0,1,0.9602194787379973,0
1,1.5,180,0.5,30,2,90,1.5,15,1.5,14,1.5,1.5,1,0.05848932995384809,635,140,0.21428571428571427,0.2204724409448819,66.17647058823529,-4.0000000000000036,87.0472884499165,95.9919246763513,2.5,3.0,0,0,1.0,0,0,0.962536023054755,0,0,0.9540816326530612,0,0,0,1,0,0.9595959595959596,0,0,0.9873417721518988,1,0,0.9367088607594937,0,0,0.9090909090909091,1,0,0.9602194787379973,107.22199999999975
