HA_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,MACD_WEIGHT,PLUSDI_MINUSDI_WEIGHT,SAR_WEIGHT,SAR_ACC,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,CLOSED
1,180,2,40,2,90,1.5,20,1.5,14,1.5,1.5,2,2,360,52,0.4230769230769231,0.14444444444444443,43.333333333333336,30.000000000000004,80.49018069052183,96.4145438436026,2,4.0,0,0,1.0,0,0,0.9435483870967742,0,0,0.9386792452830188,0,0,0,0,0,0.9593023255813954,1,0,0.9090909090909091,0,0,1.0,0,0,0.9259259259259259,1,0,0.9478672985781991,-203.70194530303706
1,180,1.5,40,2,90,1.5,20,1.5,14,1.5,0.5,2,2,382,39,0.41025641025641024,0.10209424083769633,28.57142857142857,14.000000000000002,73.60993367445087,92.91215014717473,2,4.0,1,0,1.0,1,0,0.9495798319327731,1,0,0.9581589958158996,0,0,0,1,0,0.9602272727272727,0,0,0.9411764705882353,1,0,0.9743589743589743,0,0,0.9615384615384616,1,0,0.9615384615384616,-525.6018168733644
1.25,180,1.5,40,2,90,1.5,20,1.5,14,1.5,0.5,2,2,379,12,0.8333333333333334,0.0316622691292876,52.98701298701298,-185.0,85.8961038961039,100.0,3,4.5,0,0,1.0,0,0,0.9642857142857143,0,0,0.9647577092511013,0,0,0,1,0,0.9645390070921985,0,0,0.9285714285714286,0,0,0.9803921568627451,0,0,1.0,1,0,0.975609756097561,349.9438959999934
1.25,180,1.5,40,2,90,1.5,20,1.5,14,1.5,0.5,2,2,382,14,0.7857142857142857,0.03664921465968586,40.316205533596836,-305.99999999999994,82.09486166007905,100.0,3,4.5,1,0,1.0,1,0,0.9596774193548387,1,0,0.9612068965517241,0,0,0,1,0,0.958041958041958,0,0,0.9302325581395349,0,0,0.9803921568627451,0,0,1.0,1,0,0.9732360097323601,-467.64521855999556
