HA_WEIGHT,BOILINGER_WEIGHT,SLOW_MA_PERIOD,SLOW_MA_WEIGHT,FAST_MA_PERIOD,FASTS_SLOW_MA_CROSS_WEIGHT,EMA50_PERIOD,EMA50_WEIGHT,EMA30_PERIOD,EMA30_WEIGHT,ATR_PERIOD,ATR_WEIGHT,MACD_WEIGHT,PLUSDI_MINUSDI_WEIGHT,SAR_WEIGHT,SAR_ACC,STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.ADX'>_CONFLUENT,<class '__main__.ADX'>_DIVERGENT,<class '__main__.ADX'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,CLOSED
0.75,2,180,0,60,0,0,0,0,0,14,1,2,0,1,0,800,8,1.0,0.01,61.76470588235294,-4.0000000000000036,80.84258086732652,93.56116419064226,1.5,3.5,1,0,1.0,0,1,0.9975669099756691,0,1,0.9980842911877394,0,0,0,0,0,0,0,0,0.9967320261437909,0,1,0.9979838709677419,0,0,0,1,0,0.9900990099009901,-0.1601585467552411
1,0,180,1,30,0,1,2,1,2,14,2,0,2,2,1,686,4,1.0,0.0058309037900874635,43.333333333333336,30.000000000000004,74.11959188567953,94.64376425391032,3,5.0,0,0,1.0,1,0,0.9929078014184397,1,0,0.9916666666666667,0,0,0,0,0,0,1,0,0.9945054945054945,0,0,0.9954545454545455,0,0,0,1,0,0.9950248756218906,-0.39537363556661376
0.75,1,180,0,40,0,0,1,0,1,14,0.5,2,1,2,0,800,15,1.0,0.01875,64.91935483870968,-1040.0,75.29792839229499,82.21697742801852,3,4.5,1,0,1.0,0,0,0.9748858447488584,1,0,0.9705882352941176,0,0,0,0,0,0,0,0,0.9973262032085561,1,0,0.9682539682539683,0,0,0,1,0,0.9815950920245399,-0.3509825714785677
1.25,2,180,1,40,2,1,1.5,1,1.5,14,2,1,1.5,1,1,793,19,0.8947368421052632,0.02395964691046658,71.98879551820728,-1585.0000000000002,79.3311002314434,84.22597004026748,1.5,2.0,0,0,1.0,0,0,0.9662921348314607,1,0,0.9683794466403162,0,0,0,0,0,0,1,0,0.9924242424242424,0,0,0.9667458432304038,0,0,0,1,0,0.9815950920245399,0.2954979777253186
1.25,2,180,1,40,2,1,1.5,1,1.5,14,2,1,1.5,1,1,793,17,0.8823529411764706,0.021437578814627996,81.7741935483871,-1040.0,92.62741890788284,99.86290248088,1.5,2.0,0,0,1.0,1,0,0.974609375,1,0,0.974169741697417,0,0,0,0,0,0,0,0,0.9804772234273319,1,0,0.9830508474576272,0,0,0,0,1,0.9852216748768473,0.23225080552123245
1.25,2,180,1,40,2,1,1.5,1,1.5,14,2,1,1.5,1,1,797,18,0.8888888888888888,0.02258469259723965,67.8475935828877,-1296.0,75.77795662795184,81.06486532466126,1.5,2.0,0,0,1.0,0,0,0.9731958762886598,1,0,0.9730215827338129,0,0,0,0,0,0,1,0,0.9795918367346939,0,0,0.9815950920245399,0,0,0,1,0,0.9828009828009828,-0.23078338105133867
0.75,0,180,0,30,0,0,2,0,2,14,1,1,2,2,0,800,8,1.0,0.01,66.17647058823529,-4.0000000000000036,85.18558561920557,97.85832897318573,1.5,3.5,0,0,1.0,1,0,0.9916839916839917,1,0,0.9890510948905109,0,0,0,0,0,0,1,0,0.9879275653923542,0,0,0.9935691318327974,0,0,0,1,0,0.9900990099009901,-0.18227560777401663
0.75,0,180,0,30,0,0,2,0,2,14,1,1,2,2,0,800,9,1.0,0.01125,47.368421052631575,-85.00000000000001,67.70112904882778,81.25626771295858,1.5,3.5,0,0,1.0,0,0,0.9918032786885246,1,0,0.9871559633027523,0,0,0,0,0,0,0,0,0.9878787878787879,1,0,0.9904458598726115,0,0,0,1,0,0.9888751545117429,-0.3420924207858036
0.75,0,180,0,60,1,0,0,0,0,14,0,0,0,1,0,706,23,0.9565217391304348,0.032577903682719546,70.7509881422925,-3595.0000000000005,76.92405094848878,81.03942615261964,1.5,2.0,0,1,1.0,1,0,0.9623430962343096,1,0,0.9664310954063604,0,0,0,0,0,0,1,0,0.9663366336633663,0,0,0.9873417721518988,0,0,0,1,0,0.9732360097323601,-0.043783779896614305
0.75,0,180,0,60,1,0,0,0,0,14,0,0,0,1,0,702,24,0.9583333333333334,0.03418803418803419,62.095282146160955,-4124.0,69.05993764693,73.70304131410936,1.5,2.0,0,0,1.0,1,0,0.959051724137931,1,0,0.9640287769784173,0,0,0,0,0,0,0,0,0.9632829373650108,1,0,0.9860724233983287,0,0,0,1,0,0.9720534629404617,-0.3012038216096471
1,0,180,1,60,1,1,0,1,0,14,2,1.5,0,2,1,800,9,0.8888888888888888,0.01125,66.17647058823529,-4.0000000000000036,84.58831161633444,96.86287230173384,2,2.5,0,1,1.0,1,0,0.9903100775193798,1,0,0.9905482041587902,0,0,0,0,0,0,0,0,0.9900249376558603,1,0,0.9901719901719902,0,0,0,1,0,0.9900990099009901,0.3783030545643271
1,2,180,0,60,0.5,0,0.5,0,0.5,14,0.5,2,0.5,2,0,783,10,1.0,0.01277139208173691,64.67532467532467,-185.0,80.46317154618023,90.9884027934173,2.5,3.5,1,0,1.0,0,0,0.9833333333333333,0,0,0.9833333333333333,0,0,0,0,0,0,1,0,0.9836065573770492,0,0,0.9921671018276762,0,0,0,1,0,0.9876543209876543,-0.3241679862727267
0.75,2,180,0,60,0.5,0,1,0,1,14,2,1,1,2,0,761,9,1.0,0.011826544021024968,68.42105263157895,-85.00000000000001,85.12097354482145,96.2542541536498,2.5,3.5,0,0,1.0,1,0,0.9855371900826446,1,0,0.9836363636363636,0,0,0,0,0,0,1,0,0.98,0,0,1.0,0,0,0,1,0,0.9888751545117429,0.3492613165583123
1.25,0,180,0,30,1.5,0,0.5,0,0.5,14,2,1,0.5,2,0,799,9,1.0,0.011264080100125156,66.66666666666666,-85.00000000000001,84.16457226047753,95.82984265635145,2.5,4.5,0,0,1.0,0,0,0.9873150105708245,1,0,0.9866666666666667,0,0,0,0,0,0,1,0,0.9851301115241635,0,0,0.996309963099631,0,0,0,1,0,0.9888751545117429,-0.23272247232495147
1,1,180,0,30,1.5,0,0,0,0,14,1,1,0,2,0,737,8,0.875,0.010854816824966078,58.57142857142858,60.0,77.95068038595409,90.87018159563776,1.5,2.0,0,0,1.0,1,0,0.9898785425101214,1,0,0.9906716417910447,0,0,0,0,0,0,0,0,0.9917355371900827,1,0,0.9968847352024922,0,0,0,1,0,0.9913258983890955,0.2870791116337159
1.25,0,180,1,30,1,1,0,1,0,14,1,1,0,1.5,1,800,5,1.0,0.00625,45.45454545454545,55.00000000000001,67.62921031940948,82.41232022931882,3,3.5,0,1,1.0,1,0,0.9937238493723849,1,0,0.9943820224719101,0,0,0,0,0,0,1,0,0.9957173447537473,0,0,0.9911242603550295,0,0,0,1,0,0.9937888198757764,-0.3004428194330728
1.25,2,180,0,30,0,0,1,0,1,14,0,2,1,2,0,773,8,1.0,0.01034928848641656,64.2156862745098,-4.0000000000000036,83.24142740639817,95.9252548276571,2.5,4.5,0,0,1.0,1,0,0.989406779661017,1,0,0.9906015037593985,0,0,0,0,0,0,1,0,0.9936440677966102,0,0,0.9851190476190477,0,0,0,1,0,0.9900990099009901,-0.13028772557859725
1,0,180,1,30,0,1,0.5,1,0.5,14,0.5,1,0.5,2,1,747,2,1.0,0.002677376171352075,20.0,5.000000000000004,68.0,100.0,2,2.5,0,0,1.0,1,0,0.9956616052060737,0,0,0.9981515711645101,0,0,0,0,0,0,1,0,0.9956709956709957,0,0,1.0,0,0,0,1,0,0.9975062344139651,0.2585539381234838
1,2,180,1,30,0,1,1,1,1,14,2,1,1,2,1,800,8,1.0,0.01,63.725490196078425,-4.0000000000000036,80.4519193146572,91.6028720603764,1.5,2.0,0,0,1.0,1,0,0.9870410367170627,0,0,0.9905660377358491,0,0,0,0,0,0,1,0,0.9888392857142857,0,0,0.9916666666666667,0,0,0,1,0,0.9900990099009901,-0.3807546903379375
1.25,2,180,2,30,2,2,0,2,0,14,2,1.5,0,1,2,800,7,1.0,0.00875,64.28571428571429,60.0,85.34207269264823,99.37964496393754,1.5,2.5,0,0,1.0,0,0,0.9936034115138592,1,0,0.9942084942084942,0,0,0,0,0,0,0,0,0.9938271604938271,1,0,0.9968553459119497,0,0,0,1,0,0.9913258983890955,0.24141388928951812
1.25,2,180,2,30,2,2,0,2,0,14,2,1.5,0,1,2,800,7,1.0,0.00875,65.0,60.0,86.0,100.0,1.5,2.5,1,0,1.0,0,0,0.9938271604938271,0,0,0.9944547134935305,0,0,0,0,0,0,0,0,0.9939271255060729,0,1,0.9967741935483871,0,0,0,1,0,0.9913258983890955,-0.2902998723293706
1,0,180,2,60,0,2,2,2,2,14,2,0,2,2,2,800,9,1.0,0.01125,68.42105263157895,-85.00000000000001,85.04824598525177,96.13304155436697,1.5,2.0,0,1,1.0,0,0,0.9883720930232558,0,0,0.987410071942446,0,0,0,0,0,0,1,0,0.98989898989899,0,0,0.9878934624697336,0,0,0,1,0,0.9888751545117429,0.21344972508859428
1,0,180,2,30,0,2,0,2,0,14,1.5,1.5,0,1,2,800,5,1.0,0.00625,54.54545454545454,55.00000000000001,81.81818181818181,100.0,1.5,2.5,0,0,1.0,1,0,0.9925925925925926,1,0,0.9904942965779467,0,0,0,0,0,0,0,0,1.0,1,0,0.9889867841409692,0,0,0,1,0,0.9937888198757764,-0.2806307786190132
1,2,180,2,30,0,2,0,2,0,14,1.5,1.5,0,1,2,800,7,1.0,0.00875,58.57142857142858,60.0,79.50791632616071,93.46557482931547,1.5,2.5,1,0,1.0,0,1,0.9975669099756691,0,1,0.9941291585127201,0,0,0,0,0,0,0,0,1.0,0,1,0.9931972789115646,0,0,0,1,0,0.9913258983890955,0.2765682160076892
1,2,180,2,30,0,2,0,2,0,14,1.5,1.5,0,1,2,800,6,1.0,0.0075,59.34065934065934,91.0,82.9558417909822,98.6992967578641,1.5,2.5,0,0,1.0,0,0,0.9977272727272727,1,0,0.9941747572815534,0,0,0,0,0,0,0,0,1.0,1,0,0.993103448275862,0,0,0,1,0,0.9925558312655087,0.17092084538884933
1,2,180,2,30,0,2,0,2,0,14,1.5,1.5,0,1,2,800,8,1.0,0.01,66.17647058823529,-4.0000000000000036,84.75590023254122,97.14218666207852,1.5,2.5,0,0,1.0,0,0,0.9975669099756691,1,0,0.9921722113502935,0,0,0,0,0,0,1,0,0.9971098265895953,0,0,0.9934497816593887,0,0,0,1,0,0.9900990099009901,0.19856365274883103
1,2,180,2,30,0,2,0,2,0,14,1.5,1.5,0,1,2,800,7,1.0,0.00875,65.0,60.0,86.0,100.0,1.5,2.5,0,0,1.0,0,0,0.9954545454545455,1,0,0.9906890130353817,0,0,0,0,0,0,0,0,0.9946091644204852,1,0,0.9930875576036866,0,0,0,1,0,0.9913258983890955,0.3188354867806993
1,2,180,2,30,0,2,0,2,0,14,1.5,1.5,0,1,2,800,8,1.0,0.01,44.6078431372549,-4.0000000000000036,77.84313725490196,100.0,1.5,2.5,1,0,1.0,0,1,0.9954853273137697,0,1,0.9907407407407407,0,0,0,0,0,0,0,0,0.9946091644204852,0,1,0.9930875576036866,0,0,0,1,0,0.9900990099009901,-0.18517326639616272
1,2,180,2,30,0,2,0,2,0,14,1.5,1.5,0,1,2,800,9,1.0,0.01125,31.929824561403507,-85.00000000000001,72.7719298245614,100.0,1.5,2.5,1,0,1.0,1,0,0.9932126696832579,1,0,0.9888268156424581,0,0,0,0,0,0,0,0,0.9945945945945946,1,0,0.9908256880733946,0,0,0,1,0,0.9888751545117429,0.15593719806939532
0.75,2,180,2,50,0,2,0,2,0,14,1.5,1.5,0,1,2,800,9,1.0,0.01125,68.42105263157895,-85.00000000000001,84.12207547159453,94.58942403160492,1.5,3.5,0,0,1.0,1,0,0.9948849104859335,1,0,0.9887850467289719,0,0,0,0,0,0,1,0,0.9925558312655087,0,0,0.9900990099009901,0,0,0,1,0,0.9888751545117429,-0.24140946675527175
0.75,1,180,1,60,0,1,0.5,1,0.5,14,0,0.5,0.5,1,1,739,15,1.0,0.02029769959404601,65.64516129032259,-1040.0,74.74435793635453,80.81048903370916,1.5,3.0,1,0,1.0,1,0,0.9911111111111112,1,0,0.9805309734513274,0,0,0,0,0,0,1,0,0.9869281045751634,0,0,0.9747191011235955,0,0,0,1,0,0.9815950920245399,0.31957999850790486
0.75,1,180,1,60,0,1,0.5,1,0.5,14,0,0.5,0.5,1,1,739,18,1.0,0.02435723951285521,75.10668563300142,-1909.0,83.05643245472542,88.35626366920809,1.5,3.0,0,0,1.0,0,0,0.9874213836477987,0,0,0.9776247848537005,0,0,0,0,0,0,0,0,0.9829059829059829,1,0,0.9714285714285714,0,0,0,1,0,0.9779951100244498,0.8063581149330616
0.75,1,180,1,60,0,1,0.5,1,0.5,14,0,0.5,0.5,1,1,734,22,1.0,0.02997275204359673,60.60606060606061,-3595.0000000000005,66.85211171548364,71.01614578843234,1.5,3.0,1,0,1.0,0,0,0.9830508474576272,1,0,0.9709401709401709,0,0,0,0,0,0,1,0,0.980349344978166,0,0,0.9642857142857143,0,0,0,1,0,0.9732360097323601,-0.1663559327056987
0.75,1,180,1,30,0,1,0,1,0,14,0,1.5,0,1,1,800,11,0.9090909090909091,0.01375,63.116883116883116,-185.0,80.40352163180765,91.92794730842401,2,3.5,0,0,1.0,1,0,0.9927536231884058,1,0,0.9859437751004017,0,0,0,0,0,0,1,0,0.9949367088607595,0,0,0.9830917874396136,0,0,0,1,0,0.9876543209876543,0.4281358818652734
1.25,2,180,2,30,1,2,0.5,2,0.5,14,0,0,0.5,2,2,792,11,0.8181818181818182,0.013888888888888888,55.78947368421052,-85.00000000000001,74.48523675685368,86.94907880528245,2,3.0,0,0,1.0,0,0,0.9913232104121475,0,0,0.9875518672199171,0,0,0,0,0,0,1,0,0.984,0,0,0.9930875576036866,0,0,0,1,0,0.9888751545117429,-0.1154418622471809
1,2,180,1,30,0,1,0.5,1,0.5,14,0,0,0.5,2,1,764,6,1.0,0.007853403141361256,54.94505494505495,91.0,77.88368843955998,93.17611076923,3,4.5,0,0,1.0,0,0,0.9930555555555556,1,0,0.9892008639308856,0,0,0,0,0,0,0,0,0.9947916666666666,1,0,0.9928741092636579,0,0,0,1,0,0.9925558312655087,0.39042670905975285
1,2,180,1,30,0,1,0.5,1,0.5,14,0,0,0.5,2,1,764,7,1.0,0.009162303664921465,35.714285714285715,60.0,70.19138074725957,93.17611076924214,3,4.5,1,0,1.0,0,0,0.9929742388758782,0,0,0.9891774891774892,0,0,0,0,0,0,0,0,0.9947229551451188,0,1,0.9929577464788732,0,0,0,1,0,0.9913258983890955,-0.3629046764826711
1.25,2,180,0,60,1.5,0,0,0,0,14,1,0.5,0,1,0,768,4,1.0,0.005208333333333333,46.666666666666664,30.000000000000004,78.66666666666666,100.0,2,3.0,0,0,1.0,0,0,0.9952267303102625,1,0,0.9978632478632479,0,0,0,0,0,0,0,0,0.9975728155339806,1,0,0.9974358974358974,0,0,0,1,0,0.9950248756218906,-0.20794117109456067
0.75,2,180,0,60,1,0,0,0,0,14,2,0.5,0,1.5,0,800,7,1.0,0.00875,38.57142857142858,60.0,74.58215201826565,98.58930098282369,3,4.5,0,0,1.0,1,0,0.9906759906759907,1,0,0.9958333333333333,0,0,0,0,0,0,1,0,0.9904761904761905,0,0,0.9974025974025974,0,0,0,1,0,0.9913258983890955,-0.3757982756033016
1,2,180,2,40,1,2,0,2,0,14,1,1.5,0,1.5,2,800,10,1.0,0.0125,66.23376623376623,-185.0,80.8881878846486,90.65780231857018,1.5,2.5,0,0,1.0,1,0,0.9870801033591732,0,0,0.9939148073022313,0,0,0,0,0,0,1,0,0.993006993006993,0,0,0.9868073878627969,0,0,0,1,0,0.9876543209876543,-0.15744738813964432
1,2,180,2,60,0.5,2,0,2,0,14,1,1.5,0,2,2,707,14,1.0,0.019801980198019802,64.72906403940887,-815.0,77.75437623074245,86.43791769163151,1.5,3.0,1,0,1.0,0,0,0.9955947136563876,1,0,0.9923076923076923,0,0,0,0,0,0,1,0,0.9904076738609112,0,0,0.9923076923076923,0,0,0,1,0,0.9828009828009828,-0.2589621705849652
0.75,0,180,1,50,2,1,0.5,1,0.5,14,0.5,2,0.5,2,1,788,9,0.8888888888888888,0.011421319796954314,60.78431372549019,-4.0000000000000036,81.54917350558091,95.39241335897474,1.5,3.5,0,0,1.0,1,0,0.9888641425389755,1,0,0.9923809523809524,0,0,0,0,0,0,1,0,0.9908256880733946,0,0,0.989247311827957,0,0,0,1,0,0.9900990099009901,0.36581924644644914
0.75,0,180,1,50,2,1,0.5,1,0.5,14,0.5,2,0.5,2,1,785,3,1.0,0.003821656050955414,35.714285714285715,14.000000000000002,74.28571428571429,100.0,1.5,3.5,0,1,1.0,1,0,0.994392523364486,1,0,0.9947916666666666,0,0,0,0,0,0,0,0,0.996031746031746,1,0,0.9966555183946488,0,0,0,1,0,0.9962640099626401,-0.028672513045947312
1,0,180,0,60,2,0,0.5,0,0.5,14,0.5,1.5,0.5,2,0,771,4,1.0,0.005188067444876783,46.666666666666664,30.000000000000004,78.66666666666666,100.0,1.5,3.5,0,0,1.0,0,0,0.9946236559139785,0,0,0.9949664429530202,0,0,0,0,0,0,1,0,0.9940119760479041,0,0,0.9966996699669967,0,0,0,1,0,0.9950248756218906,0.4048467507110729
1.25,1,180,1,50,0,1,0.5,1,0.5,14,0,2,0.5,1,1,761,13,1.0,0.017082785808147174,60.68376068376068,-619.0,70.28912720331759,76.6927048830222,2,2.5,1,0,1.0,0,0,0.9833641404805915,1,0,0.9777777777777777,0,0,0,0,0,0,1,0,0.9784313725490196,0,0,0.9933993399339934,0,0,0,1,0,0.984009840098401,0.26427591521891713
1.25,1,180,1,50,0,1,0.5,1,0.5,14,0,2,0.5,1,1,766,16,1.0,0.020887728459530026,74.53208556149733,-1296.0,82.51825590944946,87.84236947475088,2,2.5,0,0,1.0,0,0,0.9792060491493384,0,0,0.9740932642487047,0,0,0,0,0,0,0,0,0.9735772357723578,1,0,0.9907407407407407,0,0,0,1,0,0.9803921568627451,-0.1800773298836731
1.25,2,180,0,60,2,0,0,0,0,14,2,2,0,2,0,800,7,1.0,0.00875,57.85714285714286,60.0,78.58675897868801,92.4065030597181,2,4.0,0,0,1.0,0,0,0.9937759336099585,1,0,0.991166077738516,0,0,0,0,0,0,1,0,0.988558352402746,0,0,1.0,0,0,0,1,0,0.9913258983890955,-0.2593651047271237
1,2,180,1,50,1,1,0,1,0,14,2,2,0,2,1,654,4,1.0,0.0061162079510703364,43.333333333333336,30.000000000000004,75.04889129157854,96.19259659707532,2,4.0,0,0,1.0,0,0,0.9949494949494949,1,0,0.9942196531791907,0,0,0,0,0,0,0,0,0.9974358974358974,1,0,0.9951573849878934,0,0,0,1,0,0.9950248756218906,-0.288037210499823
1.25,2,180,0,50,0,0,0,0,0,14,0,1.5,0,1.5,0,740,10,1.0,0.013513513513513514,67.27272727272727,-185.0,82.9552200174654,93.41021518062416,1.5,2.5,1,0,1.0,1,0,0.9926470588235294,1,0,0.9888475836431226,0,0,0,0,0,0,0,0,0.9921875,1,0,0.9905437352245863,0,0,0,1,0,0.9876543209876543,-0.2678844498831552
1.25,2,180,1,50,1,1,0.5,1,0.5,14,1.5,1.5,0.5,1.5,1,772,12,1.0,0.015544041450777202,63.23076923076923,-450.0,76.2652733291107,84.95494272800501,3,3.5,1,0,1.0,1,0,0.9762931034482759,1,0,0.9785330948121646,0,0,0,0,0,0,0,0,0.9970326409495549,1,0,0.9768421052631578,0,0,0,1,0,0.9852216748768473,-0.60471948418936
1.25,2,180,2,50,0,2,0.5,2,0.5,14,1.5,0,0.5,1.5,2,751,9,1.0,0.011984021304926764,62.4561403508772,-85.00000000000001,80.93889879070159,93.26073775058452,3,5.0,1,0,1.0,1,0,0.9827586206896551,1,0,0.9829545454545454,0,0,0,0,0,0,0,0,1.0,1,0,0.98125,0,0,0,1,0,0.9888751545117429,0.37729276827556646
1.25,2,180,2,50,0,2,0.5,2,0.5,14,1.5,0,0.5,1.5,2,742,6,1.0,0.008086253369272238,60.43956043956044,91.0,84.17582417582418,100.0,3,5.0,0,0,1.0,0,0,0.9906716417910447,1,0,0.9892280071813285,0,0,0,0,0,0,1,0,0.9968944099378882,0,0,0.9896694214876033,0,0,0,1,0,0.9925558312655087,-0.48930340134330663
1.25,2,180,2,30,1,2,0.5,2,0.5,14,2,0,0.5,1.5,2,782,15,0.8666666666666667,0.01918158567774936,61.2942612942613,-619.0,65.59633339731661,68.46438146602016,1.5,2.0,1,0,1.0,1,0,0.9776422764227642,1,0,0.9776422764227642,0,0,0,0,0,0,1,0,0.9915254237288136,0,0,0.9782135076252724,0,0,0,1,0,0.984009840098401,-0.2147697304645817
0.75,2,180,1,50,0.5,1,0.5,1,0.5,14,0,0,0.5,2,1,780,17,1.0,0.021794871794871794,56.86274509803921,-1585.0000000000002,66.09408700410934,72.24831494148943,1.5,2.0,0,0,1.0,1,0,0.9792060491493384,1,0,0.9766187050359713,0,0,0,0,0,0,0,0,0.9813084112149533,1,0,0.9778225806451613,0,0,0,1,0,0.9791921664626683,0.23551981382898646
1,2,180,0,50,0,0,0.5,0,0.5,14,0,0,0.5,1,0,781,5,0.8,0.006402048655569782,46.666666666666664,30.000000000000004,78.66666666666666,100.0,1.5,3.5,1,0,1.0,0,0,0.9959758551307847,1,0,0.9944547134935305,0,0,0,0,0,0,0,0,0.9948186528497409,1,0,0.9952153110047847,0,0,0,1,0,0.9950248756218906,-0.23075613659175076
1.25,1.5,180,2,60,0.5,2,0,2,0,14,0,0.5,0,1,2,671,3,0.6666666666666666,0.004470938897168405,20.0,5.000000000000004,68.0,100.0,3,5.0,0,0,1.0,1,0,0.9976744186046511,1,0,0.9981203007518797,0,0,0,0,0,0,0,0,0.997229916897507,1,0,0.9977324263038548,0,0,0,1,0,0.9975062344139651,0.4084400488170843
1.25,1,180,1,30,0,1,0.5,1,0.5,14,0.5,0,0.5,2,1,775,17,0.8235294117647058,0.02193548387096774,80.19704433497536,-815.0,91.83512630873047,99.59384762456719,2.5,3.5,0,1,1.0,0,0,0.975929978118162,1,0,0.9755639097744361,0,0,0,0,0,0,1,0,0.9872611464968153,0,0,0.98,0,0,0,1,0,0.9828009828009828,0.46515599102694694
0.75,0,180,0,50,2,0,2,0,2,14,1.5,2,2,1,0,800,17,1.0,0.02125,77.59103641456583,-1585.0000000000002,88.86715065114868,96.3845601422039,1.5,2.5,0,0,1.0,0,0,0.9791666666666666,1,0,0.9722703639514731,0,0,0,0,0,0,0,0,0.981081081081081,1,0,0.9776286353467561,0,0,0,1,0,0.9791921664626683,-0.2809994145472956
